node_id,x_coord,y_coord,zone_id,node_type,external_node
111,432267.823,4641287.712,111,centroid,0
112,432702.5504,4641274.868,112,centroid,0
113,433286.703,4641261.39,113,centroid,0
114,433745.8039,4641233.842,114,centroid,0
115,434001.6792,4641080.777,115,centroid,0
116,431786.4597,4640609.391,116,centroid,0
117,432249.9142,4640614.708,117,centroid,0
118,432680.1538,4640610.852,118,centroid,0
119,433259.9332,4640804.933,119,centroid,0
120,433204.1205,4640360.239,120,centroid,0
121,433867.0566,4640473.25,121,centroid,0
122,432225.6627,4639763.858,122,centroid,0
123,432643.4002,4639796.138,123,centroid,0
124,433179.08,4639790.562,124,centroid,0
125,429799.7494,4632933.142,125,centroid,0
126,430136.4504,4633108.974,126,centroid,0
127,430733.4111,4633262.184,127,centroid,0
128,431261.2881,4633283.215,128,centroid,0
129,431942.8216,4633326.576,129,centroid,0
130,432707.0606,4633326.473,130,centroid,0
131,429483.8828,4632568.248,131,centroid,0
132,430152.2856,4632806.665,132,centroid,0
133,430654.1485,4632784.087,133,centroid,0
134,431120.9444,4632770.108,134,centroid,0
135,431475.7162,4632651.639,135,centroid,0
136,432076.1426,4632726.125,136,centroid,0
137,430139.3295,4632453.97,137,centroid,0
138,430640.4348,4632425.815,138,centroid,0
139,431107.6191,4632302.583,139,centroid,0
140,431491.1735,4632209.47,140,centroid,0
141,429502.6248,4631847.127,141,centroid,0
142,430132.1317,4632102.716,142,centroid,0
143,430634.0825,4632082.251,143,centroid,0
144,430119.1755,4631773.054,144,centroid,0
145,430624.1799,4631735.141,145,centroid,0
146,431088.6018,4631605.957,146,centroid,0
147,431433.1925,4631581.085,147,centroid,0
148,432179.6328,4632429.288,148,centroid,0
149,431721.0126,4631798.1,149,centroid,0
150,432031.6596,4631885.008,150,centroid,0
151,432683.2476,4632349.509,151,centroid,0
152,432981.9339,4632042.921,152,centroid,0
153,433415.5666,4632231.324,153,centroid,0
154,431730.2402,4631433.591,154,centroid,0
155,432145.2752,4631398.926,155,centroid,0
156,432559.4984,4631797.117,156,centroid,0
157,432951.4043,4631388.295,157,centroid,0
158,433541.1615,4631489.437,158,centroid,0
159,429276.1372,4631006.971,159,centroid,0
160,429698.9834,4631020.683,160,centroid,0
161,430111.9777,4631303.755,161,centroid,0
162,430610.004,4631272.513,162,centroid,0
163,430086.9294,4630795.211,163,centroid,0
164,430559.0302,4630791.735,164,centroid,0
165,431186.6152,4631139.684,165,centroid,0
166,431105.9807,4630795.187,166,centroid,0
167,431686.5165,4630853.684,167,centroid,0
168,432201.3547,4630895.89,168,centroid,0
169,432591.1299,4630883.301,169,centroid,0
170,432908.4326,4630845.357,170,centroid,0
171,433447.7275,4630846.838,171,centroid,0
172,429440.4292,4630127.758,172,centroid,0
173,430067.0544,4630108.842,173,centroid,0
174,430551.9509,4630113.456,174,centroid,0
175,431095.055,4630358.047,175,centroid,0
176,431056.2226,4629966.271,176,centroid,0
177,431695.5862,4630213.752,177,centroid,0
178,430528.6852,4629455.157,178,centroid,0
179,431093.8674,4629559.502,179,centroid,0
180,431762.675,4629572.989,180,centroid,0
181,432402.3621,4629944.751,181,centroid,0
182,432974.4875,4629891.925,182,centroid,0
183,430517.5606,4629051.208,183,centroid,0
184,430105.5434,4628602.71,184,centroid,0
185,430100.1736,4628080.911,185,centroid,0
186,430612.07,4628370.568,186,centroid,0
187,431057.3821,4628986.54,187,centroid,0
188,431533.5948,4629065.829,188,centroid,0
189,431973.7426,4629082.142,189,centroid,0
190,432425.6904,4629090.143,190,centroid,0
191,431551.2974,4628657.954,191,centroid,0
192,431963.722,4628665.654,192,centroid,0
193,432488.5734,4628702.957,193,centroid,0
194,430939.0347,4628239.86,194,centroid,0
195,431418.6612,4628194.83,195,centroid,0
196,431839.4727,4628128.827,196,centroid,0
197,432253.9305,4627895.461,0,node,0
198,432477.1685,4628142.352,0,node,0
199,433000.8546,4628316.933,198,centroid,0
200,433651.3032,4628941.05,199,centroid,0
201,430228.0061,4627578.864,200,centroid,0
202,430916.3857,4627481.333,201,centroid,0
203,431356.4661,4627593.696,202,centroid,0
204,431753.4921,4627612.69,0,node,0
205,431604.2751,4627468.139,0,node,0
206,432138.3119,4627565.029,204,centroid,0
207,432544.7708,4627550.981,205,centroid,0
208,433150.3406,4627627.427,206,centroid,0
209,433900.446,4627857.728,207,centroid,0
210,429933.4192,4626933.5,208,centroid,0
211,430464.4354,4626922.515,209,centroid,0
212,430894.3837,4626834.15,0,node,0
213,431410.2757,4627181.038,211,centroid,0
214,431368.5561,4626720.095,0,node,0
215,431858.1081,4626928.896,0,node,0
216,432241.1643,4626907.75,214,centroid,0
217,432780.7781,4627151.597,215,centroid,0
218,433544.7878,4627113.959,216,centroid,0
219,432800.9352,4626740.594,0,node,0
220,432030.7339,4626184.41,0,node,0
221,429969.8093,4626289.194,219,centroid,0
222,429952.0398,4625745.362,220,centroid,0
223,430503.8468,4625992.766,221,centroid,0
224,430843.0996,4626007.276,0,node,0
225,431275.6735,4626113.091,0,node,0
226,431397.4735,4625675.092,225,centroid,0
227,431789.2165,4625719.146,226,centroid,0
228,432255.2817,4625712.93,227,centroid,0
229,432809.6512,4625926.954,0,node,0
230,433554.2419,4626716.079,229,centroid,0
231,433550.6968,4626106.878,230,centroid,0
232,435069.8657,4626525.142,231,centroid,0
233,429865.5734,4625159.451,232,centroid,0
234,430485.1157,4625153.795,233,centroid,0
235,430881.3379,4625101.007,0,node,0
236,431082.7429,4625269.9,0,node,0
237,431376.8804,4625122.616,235,centroid,0
238,431783.8064,4625108.413,236,centroid,0
239,432187.5731,4625106.787,237,centroid,0
240,432814.5546,4625100.392,238,centroid,0
241,433602.5316,4625281.31,239,centroid,0
242,434744.0349,4625276.461,240,centroid,0
243,430474.4616,4624641.696,241,centroid,0
244,430896.9268,4624423.491,242,centroid,0
245,431341.7427,4624404.6,243,centroid,0
246,431757.0723,4624400.748,244,centroid,0
247,432165.3213,4624391.64,245,centroid,0
248,432751.0746,4624624.41,246,centroid,0
249,432726.4445,4624247.872,247,centroid,0
250,433536.0183,4624678.315,248,centroid,0
251,433535.0738,4624278.038,249,centroid,0
252,434136.464,4624676.727,250,centroid,0
253,434123.8866,4624276.338,251,centroid,0
254,434886.2276,4624512.476,252,centroid,0
255,430879.7565,4623686.668,253,centroid,0
256,431309.5519,4623696.086,254,centroid,0
257,431726.6069,4623692.64,255,centroid,0
258,432139.8016,4623680.986,256,centroid,0
259,432765.836,4623666.376,257,centroid,0
260,433508.6108,4623721.98,258,centroid,0
261,434334.8101,4623876.626,259,centroid,0
262,435165.0186,4623953.488,260,centroid,0
263,425129.1165,4626867.466,261,centroid,0
264,426410.6634,4626318.475,262,centroid,0
265,426936.8882,4626982.233,263,centroid,0
266,428763.7285,4626909.635,264,centroid,0
267,427440.9771,4625605.618,265,centroid,0
268,422921.3578,4625937.439,266,centroid,0
269,425040.7817,4625880.928,267,centroid,0
270,423024.3296,4624620.905,268,centroid,0
271,425048.2271,4624463.85,269,centroid,0
272,426326.277,4624808.122,270,centroid,0
273,426461.4989,4623488.195,271,centroid,0
274,427549.5827,4624819.628,272,centroid,0
275,428442.5297,4625225.018,273,centroid,0
276,429124.7035,4625187.778,274,centroid,0
277,428432.9727,4624492.296,275,centroid,0
278,429131.7485,4624483.277,276,centroid,0
279,429659.6554,4624467.009,277,centroid,0
280,430069.3574,4624455.181,278,centroid,0
281,430461.1896,4624228.814,279,centroid,0
282,427547.9997,4623810.828,280,centroid,0
283,428411.3785,4623668.653,281,centroid,0
284,429129.4002,4623659.011,282,centroid,0
285,429664.6466,4623640.398,283,centroid,0
286,430048.457,4623628.897,284,centroid,0
287,430446.9195,4623616.178,285,centroid,0
288,430837.5738,4623282.335,286,centroid,0
289,431290.261,4623285.257,287,centroid,0
290,431706.5434,4623278.059,288,centroid,0
291,432128.5263,4623264.037,289,centroid,0
292,432701.5898,4623230.068,290,centroid,0
293,433240.8886,4623212.1,291,centroid,0
294,433727.7192,4623365.27,292,centroid,0
295,434155.9531,4623466.357,293,centroid,0
296,434161.1823,4623115.518,294,centroid,0
297,434858.5248,4623367.933,295,centroid,0
298,427564.5322,4622871.895,296,centroid,0
299,428383.699,4622851.57,297,centroid,0
300,429084.7818,4622839.442,298,centroid,0
301,429610.9951,4622830.914,299,centroid,0
302,430010.8532,4622715.401,0,node,0
303,430034.1579,4623137.806,0,node,0
304,430424.2244,4623017.678,301,centroid,0
305,430424.1923,4622605.489,302,centroid,0
306,430853.3591,4623010.158,303,centroid,0
307,430842.6663,4622601.357,304,centroid,0
308,431272.5887,4622934.934,305,centroid,0
309,431276.5363,4622525.509,306,centroid,0
310,431694.2542,4622943.809,307,centroid,0
311,431682.3372,4622526.554,308,centroid,0
312,432122.5433,4622929.948,309,centroid,0
313,432106.6405,4622522.533,310,centroid,0
314,432683.836,4622802.37,311,centroid,0
315,432935.1276,4622494.233,312,centroid,0
316,433319.1515,4622931.867,313,centroid,0
317,433319.8844,4622565.843,314,centroid,0
318,433320.4521,4622357.099,315,centroid,0
319,433710.4929,4623023.086,316,centroid,0
320,433724.6869,4622526.703,317,centroid,0
321,434372.3891,4622575.786,318,centroid,0
322,425995.93,4621643.42,319,centroid,0
323,427275.0113,4622011.934,320,centroid,0
324,427821.438,4622280.793,321,centroid,0
325,428318.2169,4621949.725,322,centroid,0
326,429070.6918,4622029.266,323,centroid,0
327,429570.4547,4621993.454,324,centroid,0
328,429972.1567,4622149.308,0,node,0
329,429974.6148,4621743.266,0,node,0
330,430355.6279,4622171.734,326,centroid,0
331,430318.8653,4621776.735,327,centroid,0
332,430561.4819,4622164.753,328,centroid,0
333,430515.6092,4621717.214,329,centroid,0
334,430828.0695,4622068.147,330,centroid,0
335,430812.8045,4621556.022,331,centroid,0
336,431260.0089,4622056.648,332,centroid,0
337,431243.6629,4621544.967,333,centroid,0
338,431688.2956,4622040.631,334,centroid,0
339,431564.3628,4621535.812,0,node,0
340,431775.2092,4621530.176,0,node,0
341,432012.8888,4622246.384,0,node,0
342,432004.4905,4622052.08,0,node,0
343,432213.5931,4622046.183,0,node,0
344,432223.2344,4622253.574,0,node,0
345,432101.592,4621838.9,338,centroid,0
346,431989.478,4621525.629,339,centroid,0
347,432721.7426,4622028.352,340,centroid,0
348,433251.3814,4622159.274,341,centroid,0
349,433223.7704,4621881.925,342,centroid,0
350,433566.6715,4622159.818,343,centroid,0
351,433535.5446,4621872.688,344,centroid,0
352,434227.2886,4621950.781,345,centroid,0
353,427262.5653,4621251.453,346,centroid,0
354,427924.5686,4621205.938,347,centroid,0
355,428342.6031,4621348.78,348,centroid,0
356,428349.2398,4620933.85,349,centroid,0
357,428937.0333,4621349.955,350,centroid,0
358,428957.294,4620939.725,351,centroid,0
359,429551.5077,4621377.372,352,centroid,0
360,429534.9704,4620961.87,353,centroid,0
361,429913.6972,4621402.014,0,node,0
362,430050.7937,4621262.708,0,node,0
363,429828.3198,4620952.292,0,node,0
364,430040.7507,4620946.186,0,node,0
365,430277.0259,4621386.73,356,centroid,0
366,430254.1034,4620939.38,357,centroid,0
367,430483.5493,4621343.472,358,centroid,0
368,430470.2882,4620932.55,359,centroid,0
369,430679.4856,4621256.45,360,centroid,0
370,430687.8584,4620925.657,361,centroid,0
371,430903.5858,4620917.921,362,centroid,0
372,431234.5394,4621226.859,363,centroid,0
373,431320.5045,4620909.875,364,centroid,0
374,431763.8385,4621210.184,0,node,0
375,431553.6597,4621216.163,0,node,0
376,431741.1811,4620981.159,366,centroid,0
377,431975.006,4621204.842,367,centroid,0
378,432524.8665,4621460.887,368,centroid,0
379,433352.3716,4621642.531,369,centroid,0
380,433278.6041,4621335.044,370,centroid,0
381,423082.1352,4622756.198,371,centroid,0
382,424713.0776,4622576.996,372,centroid,0
383,425934.1201,4622795.412,373,centroid,0
384,425413.3793,4620642.975,374,centroid,0
385,426355.341,4619793.369,375,centroid,0
386,427253.0532,4620398.53,376,centroid,0
387,428021.0243,4620382.885,377,centroid,0
388,428915.0139,4620350.639,378,centroid,0
389,429520.1429,4620536.068,379,centroid,0
390,430027.4238,4620519.937,0,node,0
391,429814.2304,4620526.014,0,node,0
392,430240.986,4620512.952,381,centroid,0
393,430451.9585,4620422.579,382,centroid,0
394,430672.5028,4620418.923,383,centroid,0
395,430896.0974,4620576.032,384,centroid,0
396,431162.8589,4620559.613,385,centroid,0
397,431454.4881,4620605.684,386,centroid,0
398,431444.8572,4620407.779,387,centroid,0
399,431796.5491,4620533.623,388,centroid,0
400,432164.6331,4620602.748,389,centroid,0
401,433172.319,4621065.395,390,centroid,0
402,433750.2828,4620691.258,391,centroid,0
403,429505.04,4620110.863,392,centroid,0
404,429800.2029,4620101.194,393,centroid,0
405,430125.0388,4620196.147,394,centroid,0
406,430115.1166,4619894.234,395,centroid,0
407,430441.696,4619907.324,396,centroid,0
408,430655.3699,4619905.807,397,centroid,0
409,431070.4166,4619998.099,398,centroid,0
410,431292.9203,4619964.658,399,centroid,0
411,431609.1896,4619956.539,400,centroid,0
412,431984.3234,4620152.975,401,centroid,0
413,432372.5563,4620062.753,402,centroid,0
414,433531.1753,4619663.515,403,centroid,0
415,427229.2994,4619567.326,404,centroid,0
416,428064.6064,4619547.691,405,centroid,0
417,428852.1382,4619701.196,406,centroid,0
418,428757.1516,4619276.501,407,centroid,0
419,429385.4913,4619808.718,408,centroid,0
420,429718.968,4619805.172,409,centroid,0
421,429319.7532,4619606.533,410,centroid,0
422,429676.4821,4619603.36,411,centroid,0
423,430105.039,4619592.43,412,centroid,0
424,430428.9323,4619582.691,413,centroid,0
425,430644.29,4619574.426,414,centroid,0
426,430870.1154,4619580.027,415,centroid,0
427,429224.7507,4619269.594,416,centroid,0
428,429650.6079,4619183.165,417,centroid,0
429,430092.9207,4619289.469,418,centroid,0
430,430417.6245,4619303.921,419,centroid,0
431,430624.212,4619334.375,420,centroid,0
432,427113.4592,4618982.978,421,centroid,0
433,427070.9027,4618554.032,0,node,0
434,427905.5483,4618881.403,423,centroid,0
435,428702.3326,4618945.036,424,centroid,0
436,428787.3958,4618559.418,425,centroid,0
437,429274.2149,4618652.567,426,centroid,0
438,429726.0854,4618789.767,427,centroid,0
439,429677.0115,4618576.225,428,centroid,0
440,430126.3292,4618884.975,429,centroid,0
441,430271.0951,4618735.533,0,node,0
442,430417.9857,4618771.981,0,node,0
443,427359.0985,4618051.98,0,node,0
444,427928.3513,4618147.205,432,centroid,0
445,428724.6293,4617942.869,433,centroid,0
446,429568.4617,4618008.605,0,node,0
447,427031.3054,4617447.845,0,node,0
448,426635.7049,4618422.386,0,node,0
449,428085.4453,4617140.591,436,centroid,0
450,428702.1639,4617455.28,437,centroid,0
451,428738.2736,4617109.581,0,node,0
452,427045.802,4616441.438,439,centroid,0
453,427931.749,4616498.635,0,node,0
454,427168.669,4615429.367,441,centroid,0
455,427619.1246,4615810.396,442,centroid,0
456,430364.8893,4618188.437,443,centroid,0
457,430012.7513,4617485.062,444,centroid,0
458,429727.1232,4616972.39,445,centroid,0
459,428161.2928,4616142.513,0,node,0
460,428714.5573,4616377.726,0,node,0
461,430680.3292,4619072.505,0,node,0
462,431043.3537,4619289.868,0,node,0
463,431584.8214,4619424.181,448,centroid,0
464,432242.592,4619757.153,449,centroid,0
465,432206.8143,4619352.159,450,centroid,0
466,432851.5921,4619585.934,451,centroid,0
467,431444.7256,4619065.393,452,centroid,0
468,431336.2892,4618853.446,453,centroid,0
469,431977.3314,4618915.688,454,centroid,0
470,432411.6983,4618940.227,455,centroid,0
471,432891.1243,4618950.204,456,centroid,0
472,431129.0407,4618575.093,457,centroid,0
473,430741.6784,4618671.669,458,centroid,0
474,431556.0066,4618636.903,459,centroid,0
475,430793.9778,4618177.272,460,centroid,0
476,431479.8242,4618405.749,461,centroid,0
477,431399.4331,4618095.269,462,centroid,0
478,431991.6243,4618385.386,463,centroid,0
479,431970.2061,4617995.813,464,centroid,0
480,432390.2109,4618418.366,465,centroid,0
481,432452.5956,4617980.87,466,centroid,0
482,432775.8266,4618422.088,0,node,0
483,433455.4789,4618641.753,468,centroid,0
484,430759.2902,4617732.042,0,node,0
485,431247.335,4617697.885,0,node,0
486,430741.2165,4617305.097,470,centroid,0
487,431232.2562,4617289.442,471,centroid,0
488,431851.9386,4617577.619,472,centroid,0
489,432386.3711,4617500.497,473,centroid,0
490,430285.9392,4616955.471,474,centroid,0
491,430769.0719,4616875.808,475,centroid,0
492,431259.0778,4616878.571,476,centroid,0
493,431833.0259,4617151.67,0,node,0
494,431824.6908,4616937.994,0,node,0
495,431689.9381,4616661.25,478,centroid,0
496,431247.5914,4616221.7,0,node,0
497,432010.8084,4616332.203,480,centroid,0
498,432603.257,4616688.883,481,centroid,0
499,433346.9623,4617398.41,0,node,0
500,432501.7656,4615969.331,483,centroid,0
501,433027.3926,4616007.517,484,centroid,0
502,432502.996,4615386.846,485,centroid,0
503,433011.0183,4615266.114,486,centroid,0
504,433526.0153,4615512.401,487,centroid,0
505,429220.5615,4616614.539,488,centroid,0
506,429808.3893,4616427.114,489,centroid,0
507,430381.127,4616254.304,490,centroid,0
508,430780.2634,4616276.018,0,node,0
509,430738.6536,4615549.167,0,node,0
510,431064.2221,4615397.459,0,node,0
511,431871.1481,4615847.318,494,centroid,0
512,431712.9224,4615470.034,495,centroid,0
513,431343.1507,4615294.187,0,node,0
514,431684.6272,4615127.974,497,centroid,0
515,432116.6059,4615257.757,498,centroid,0
516,432526.2004,4614975.27,499,centroid,0
517,431109.7721,4614775.784,500,centroid,0
518,431676.9845,4614742.531,501,centroid,0
519,431086.3398,4614458.169,502,centroid,0
520,431706.7196,4614386.281,503,centroid,0
521,432068.2243,4614311.218,504,centroid,0
522,432340.0388,4614553.678,505,centroid,0
523,432908.7765,4614616.232,0,node,0
524,433305.4272,4614550.141,507,centroid,0
525,431332.1708,4614159.545,508,centroid,0
526,431982.3025,4614053.033,509,centroid,0
527,432593.7193,4613894.188,510,centroid,0
528,432917.1979,4614052.502,0,node,0
529,418161.3441,4620078.17,512,centroid,0
530,418962.8309,4620002.755,513,centroid,0
531,418048.2832,4619194.304,514,centroid,0
532,418332.4869,4618883.392,515,centroid,0
533,418802.3653,4618965.73,516,centroid,0
534,419233.5923,4619103.226,517,centroid,0
535,419654.538,4619303.94,518,centroid,0
536,419631.5885,4618475.479,519,centroid,0
537,417354.974,4618263.829,520,centroid,0
538,417352.6966,4617831.841,521,centroid,0
539,417956.5845,4617795.244,522,centroid,0
540,418212.8416,4618114.97,523,centroid,0
541,418780.2188,4618263.788,524,centroid,0
542,418759.49,4617803.962,525,centroid,0
543,419210.8463,4618272.442,526,centroid,0
544,419411.1257,4617810.472,527,centroid,0
545,418395.8159,4617172.781,528,centroid,0
546,418783.8788,4617235.948,529,centroid,0
547,419383.781,4616983.041,530,centroid,0
548,427944.5429,4615562.364,0,node,0
549,428668.9981,4615624.606,0,node,0
550,429246.8437,4615625.34,532,centroid,0
551,429910.6937,4615822.418,533,centroid,0
552,429998.3976,4615409.701,534,centroid,0
553,427123.4626,4614505.909,535,centroid,0
554,427849.2473,4614960.492,536,centroid,0
555,427841.9009,4614383.482,537,centroid,0
556,428655.49,4614629.622,538,centroid,0
557,429234.8474,4614629.762,539,centroid,0
558,429702.1928,4614610.822,540,centroid,0
559,430309.0415,4614905.526,541,centroid,0
560,430312.8439,4614304.692,542,centroid,0
561,430672.0228,4615034.3,543,centroid,0
562,430725.657,4614400.438,544,centroid,0
563,426771.8483,4613882.635,545,centroid,0
564,427868.0029,4613842.91,546,centroid,0
565,428835.5478,4613732.211,547,centroid,0
566,429566.9819,4613521.505,548,centroid,0
567,429983.4237,4613509.56,549,centroid,0
568,430402.4585,4613533.074,550,centroid,0
569,430850.545,4613566.477,551,centroid,0
570,429545.1118,4612700.408,552,centroid,0
571,429930.3747,4612684.313,553,centroid,0
572,430357.1281,4612699.01,554,centroid,0
573,430927.8008,4612615.134,555,centroid,0
574,429623.6889,4611893.312,556,centroid,0
575,430296.477,4611863.846,557,centroid,0
576,431020.0918,4611379.531,558,centroid,0
577,431375.1732,4611823.312,559,centroid,0
578,431699.8776,4611015.093,560,centroid,0
579,431648.2883,4610417.536,561,centroid,0
580,426294.1326,4610553.589,562,centroid,0
581,427547.1783,4610505.824,563,centroid,0
582,428762.0235,4610391.143,564,centroid,0
583,429587.1838,4610553.9,565,centroid,0
584,430119.2668,4610598.798,566,centroid,0
585,426142.0263,4610223.751,0,node,0
586,426329.4702,4609794.833,0,node,0
587,427322.3484,4610130.071,568,centroid,0
588,428197.2267,4609754.249,0,node,0
589,428218.8441,4610101.212,0,node,0
590,428900.1777,4609845.284,570,centroid,0
591,429690.9875,4609941.326,571,centroid,0
592,429724.1262,4609588.944,572,centroid,0
593,430434.8577,4610099.307,573,centroid,0
594,431057.1271,4610115.398,574,centroid,0
595,431845.8614,4609730.645,575,centroid,0
596,432264.3674,4609744.256,576,centroid,0
597,427291.5542,4609415.796,577,centroid,0
598,428173.1885,4609173.15,578,centroid,0
599,428870.1367,4609146.405,579,centroid,0
600,429566.3798,4609118.979,580,centroid,0
601,430283.6394,4609092.617,581,centroid,0
602,431275.4748,4609137.236,582,centroid,0
603,428391.3167,4608703.178,0,node,0
604,428210.5117,4608606.146,0,node,0
605,428891.8427,4608589.339,584,centroid,0
606,429140.8219,4608004.392,585,centroid,0
607,429926.0864,4608356.891,586,centroid,0
608,431543.1006,4608423.481,587,centroid,0
609,432842.1776,4608411.922,588,centroid,0
610,432861.2594,4608999.664,589,centroid,0
611,420421.7496,4610767.212,590,centroid,0
612,421387.2334,4610854.615,591,centroid,0
613,421404.4337,4610253.336,592,centroid,0
614,421994.902,4610885.107,593,centroid,0
615,421952.3777,4610197.06,594,centroid,0
616,422667.6257,4611203.389,595,centroid,0
617,422432.8611,4610553.306,596,centroid,0
618,423029.3637,4610543.412,597,centroid,0
619,424646.841,4612175.163,598,centroid,0
620,425304.0911,4612134.613,599,centroid,0
621,425049.02,4611327.302,600,centroid,0
622,425005.8133,4610680.722,601,centroid,0
623,424808.6508,4610091.994,602,centroid,0
624,422406.4564,4609853.902,603,centroid,0
625,423197.0093,4610024.036,604,centroid,0
626,423693.4451,4609910.25,605,centroid,0
627,424817.2543,4609417.052,606,centroid,0
628,420424.4636,4609578.292,607,centroid,0
629,421097.3845,4609377.426,608,centroid,0
630,421751.4378,4609531.471,609,centroid,0
631,421730.419,4608721.353,610,centroid,0
632,422372.2698,4609069.761,611,centroid,0
633,422812.4651,4609025.902,612,centroid,0
634,423517.8813,4608833.599,613,centroid,0
635,424988.9917,4608652.465,614,centroid,0
636,421100.552,4608436.509,615,centroid,0
637,421511.8492,4607769.764,616,centroid,0
638,421891.4052,4607677.305,617,centroid,0
639,422305.0306,4608109.456,618,centroid,0
640,422233.066,4607095.066,619,centroid,0
641,423352.1517,4607428.066,620,centroid,0
