A,B,DISTANCE,STREET,ONEWAY,LINKID,TAZID,PATHGRP,TRK_RSTRCT,DISTEXCEPT,RAILSPD,HOV_LYEAR,LN_2015,LN_2019,LN19_2024,LN19_2030,LN19_2040,LN19_2050,LN19_2030UF,LN19_2040UF,LN19_2050UF,LN_P4_EOP3,LN_2040_T,TRN_2015,TRN_2019,TRN19_2024,TRN19_2030,TRN19_2040,TRN19_2050,TRN19_2030U,TRN19_2040U,TRN19_2050U,TN_P4_EOP3,TRN_EOP3,FT_2015,FT_2019,FT19_2024,FT19_2030,FT19_2040,FT19_2050,FT19_2030UF,FT19_2040UF,FT19_2050UF,FT_P4_EOP3,SFAC,CFAC,SCREN_SML,SCREN_MED,SCREN_LRG,SCREN_MPO,JEFF_EDIT,UDOT_FC,UDOTFCCODE,UDOT_AT,TYPE,PROJFLAG,PROJ_ID_N,GEOMETRYSO,GEOMETRY_1,SEGID,TRNSFSRC,JOINDIST,NEW,USE,REMOVE,SHAPE_LENG,GEOMETRY_2,GEOMETRY_3,SHAPE_LE_1,LN23_2028,TRN23_2028,FT23_2028,PASSLANE,SELGRP,LN23_2032,LN23_2042,LN23_2050,LN23_2032UF,LN23_2042UF,LN23_2050UF,TL23_2032,TL23_2042,TL23_2050,TL23_2032UF,TL23_2042UF,TL23_2050UF,PL23_2032,PL23_2042,PL23_2050,PL23_2032UF,PL23_2042UF,PL23_2050UF,FT23_2032,FT23_2042,FT23_2050,FT23_2032UF,FT23_2042UF,FT23_2050UF,LN_2023,FT_2023,TRN_2023,PL_2023,LN_TMP,TRN_TMP,FT_TMP,PL_TMP,PROJECT_NUM
"1097","1012",1.11546,SR-23,"2",1097_1012,"717","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","4","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","0",Major Collector,"5",Rural,Arterial,"0",0.0,"1","1",0023_012.6,NBSB_Hwy_SJ,0.51159,"1","1","0",5889.65381,"1","1",5889.65381,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",
"1097","1531",0.94751,SR-23,"2",1097_1531,"716","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","4","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","0",Major Collector,"5",Rural,Arterial,"0",0.0,"1","1",0023_012.6,NBSB_Hwy_SJ,0.46748,"1","1","0",5002.82813,"1","1",5002.82813,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",
"1098","811",0.84309,,"2",1098_790,"790","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Rural,,"0",0.0,"1","1",,,0.00000,"0","0","0",4451.49170,"1","1",4451.49170,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1098","812",0.97158,,"2",1098_791,"791","0","0","0","0","0","7","7","7","7","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",0.00,"0","0","0","0","0","0",,"0",Rural,,"0",0.0,"1","1",,,0.00000,"0","0","0",5129.94189,"1","1",5129.94189,"7","0","1","0","0","7","7","7","7","7","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","7","1","0","0","7","0","1","0",
"1098","1012",0.63735,SR-23,"2",1098_1012,"791","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","4","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","0",Major Collector,"5",Rural,Arterial,"0",0.0,"1","1",0023_010.1,NBSB_Hwy_SJ,0.78846,"1","1","0",3365.20117,"1","1",3365.20117,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",
"1098","1541",0.90442,SR-23,"2",1098_1541,"791","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","4","0","4","4","4","4","4","4","4","4","4","4",0.00,"0","0","0","0","0","0",Major Collector,"5",Rural,Arterial,"0",0.0,"1","1",0023_010.1,NBSB_Hwy_SJ,0.75242,"1","1","0",4775.31396,"1","1",4775.31396,"1","0","4","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","1","0","4","0",
"1099","1107",0.24730,W 1000 N,"2",1107_1099,"323","0","0","0","0","0","1","1","1","1","1","2","2","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","3","3","3","3","3","3","3","3","3","3",0.00,"0","0","0","0","0","0",Minor Arterial,"4",Urban,Arterial,"1",6.0,"1","1",1212_000.0,EBWB_Hwy_SJ,0.92810,"1","1","0",1305.56770,"1","1",1305.56770,"1","0","3","0","0","2","2","2","1","1","2","1","1","1","0","0","1","0","0","0","0","0","0","3","3","3","3","3","3","1","3","0","0","2","1","3","0",R-10
"1099","1486",0.25438,N 1000 W,"2",1099_1486,"297","0","0","0","0","0","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","3","0","2","2","2","2","2","2","2","2","2","2",0.00,"0","0","0","0","0","1",Other Principal A,"3",Urban,Arterial,"0",0.0,"1","1",0252_003.6,NBSB_Hwy_SJ,0.95440,"1","1","0",1343.10815,"1","1",1343.10815,"2","1","2","0","0","2","2","2","2","2","2","1","1","1","1","1","1","0","0","0","0","0","0","2","2","2","2","2","2","2","2","1","0","2","1","2","0",
"1099","1644",0.24025,N 1000 W,"2",1099_1644,"322","0","0","0","0","0","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","3","0","2","2","2","2","2","2","2","2","2","2",0.00,"0","0","0","0","0","1",Other Principal A,"3",Urban,Arterial,"0",0.0,"1","1",0252_002.6,NBSB_Hwy_SJ,0.19254,"1","1","0",1268.52466,"1","1",1268.52466,"2","1","2","0","0","2","2","2","2","2","2","1","1","1","1","1","1","0","0","0","0","0","0","2","2","2","2","2","2","2","2","1","0","2","1","2","0",
"1099","2510",0.11733,W 1000 N,"2",1099_2510,"322","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6",0.00,"0","0","0","0","0","1",,"0",Urban,,"0",0.0,"1","1",,,0.00000,"0","2","0",619.51031,"1","1",619.51031,"1","0","6","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","1","6","0","0","1","0","6","0",
"1100","1108",0.25830,W 1400 N,"2",1108_1100,"298","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","3","0","4","4","4","4","4","4","4","4","4","4",1.20,"0","0","0","0","0","1",Major Collector,"5",Urban,Arterial,"0",0.0,"1","1",1208_000.0,EBWB_Hwy_SJ,3.35060,"1","1","0",1363.60020,"1","1",1363.60020,"1","0","4","0","0","2","2","2","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","1","4","0","0","2","0","4","0",R-14
"1100","1272",0.25810,N 1000 W,"2",1272_1100,"281","0","0","0","0","0","1","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","0","2","2","2","2","2","2","2","2","2","2",0.00,"0","0","0","0","0","1",Other Principal A,"3",Urban,Arterial,"1",44.0,"1","1",0252_004.2,NBSB_Hwy_SJ,0.78510,"1","1","0",1362.57590,"1","1",1362.57590,"1","1","2","0","0","2","2","2","1","1","2","1","1","1","1","1","1","0","0","0","0","0","0","2","2","2","2","2","2","1","2","1","0","2","1","2","0",S-3
"1100","1486",0.25888,N 1000 W,"2",1100_1486,"298","0","0","0","0","0","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","3","0","2","2","2","2","2","2","2","2","2","2",0.00,"0","0","0","0","0","1",Other Principal A,"3",Urban,Arterial,"0",0.0,"1","1",0252_003.6,NBSB_Hwy_SJ,2.10209,"1","1","0",1366.88123,"1","1",1366.88123,"2","1","2","0","0","2","2","2","2","2","2","1","1","1","1","1","1","0","0","0","0","0","0","2","2","2","2","2","2","2","2","1","0","2","1","2","0",
