from_node_id,to_node_id,link_id,length,directed,name,zone_id,capacity_scaling_factor,area_type,lanes,raw_capacity,speed,ftype,capacity,GEOMETRYSO,GEOMETRY_1,GEOMETRY_2,GEOMETRY_3,TL23_2032,TRN_2023
1,2070,1_2070,0.63722,0,,1,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
2,2071,2_2071,0.72331,0,,2,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
3,1171,3_1171,1.29217,0,,22,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
3,2069,3_2069,0.94732,0,,2,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
4,1994,4_1994,0.39404,0,,4,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
5,2032,5_2032,0.40198,0,,5,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
6,1988,6_1988,0.47506,0,,6,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
6,1994,6_1994,0.37671,0,,6,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
7,1170,7_1170,0.27625,0,,7,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
8,1170,8_1170,0.25675,0,,8,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
9,1171,9_1171,0.22326,0,,9,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
10,2064,10_2064,0.51043,0,,10,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
11,1021,11_1021,0.25049,0,,11,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
12,1021,12_1021,0.2658,0,,12,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
13,2066,13_2066,0.42472,0,,13,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
14,2064,14_2064,0.55137,0,,14,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
15,1177,15_1177,0.24909,0,,15,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
16,1177,16_1177,0.32649,0,,16,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
17,2530,17_2530,0.34641,0,,17,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
18,1559,18_1559,0.49985,0,,18,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
18,1805,18_1805,0.28592,0,,18,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
19,1559,19_1559,0.50479,0,,19,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
19,1777,19_1777,0.50935,0,,19,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
19,1804,19_1804,0.2851,0,,19,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
20,1777,20_1777,0.50027,0,,20,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
20,1812,20_1812,0.28372,0,,20,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
21,1785,21_1785,0.28829,0,,21,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
21,1993,21_1993,0.62811,0,,21,1,Rural,0,,35,Centroid Connector,0,1,1,1,1,0,0
22,1164,22_1164,0.56417,0,,22,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
23,1185,23_1185,0.50844,0,,23,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
23,1791,23_1791,0.49806,0,,23,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
23,1800,23_1800,0.50277,0,,23,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
23,1805,23_1805,0.50988,0,,23,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
24,1194,24_1194,0.50612,0,,24,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
24,1722,24_1722,0.50687,0,,24,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
24,1800,24_1800,0.50165,0,,24,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
24,1804,24_1804,0.50572,0,,24,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
25,1722,25_1722,0.49879,0,,25,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
25,1812,25_1812,0.50158,0,,25,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
25,2038,25_2038,0.50602,0,,25,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
25,2089,25_2089,0.50287,0,,25,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
26,2038,26_2038,0.24757,0,,25,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
26,2531,26_2531,0.26361,0,,26,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
27,2531,27_2531,0.39121,0,,27,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
28,1164,28_1164,0.45623,0,,28,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
28,2072,28_2072,0.39145,0,,28,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
29,1185,29_1185,0.50184,0,,29,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
29,2072,29_2072,0.50131,0,,29,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
29,2079,29_2079,0.50232,0,,29,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
30,1194,30_1194,0.49958,0,,30,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
30,2080,30_2080,0.49909,0,,30,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
30,2082,30_2082,0.5011,0,,30,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
31,2086,31_2086,0.50226,0,,31,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
31,2089,31_2089,0.50089,0,,31,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
31,2090,31_2090,0.5052,0,,31,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
31,2096,31_2096,0.5011,0,,31,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
32,1787,32_1787,0.50249,0,,32,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
32,2090,32_2090,0.4973,0,,32,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
32,2111,32_2111,0.49955,0,,32,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
32,2122,32_2122,0.5045,0,,32,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
33,1502,33_1502,0.49864,0,,33,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
34,1200,34_1200,1.11056,0,,35,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
34,2067,34_2067,0.73916,0,,13,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
35,2109,35_2109,0.25585,0,,35,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
36,1199,36_1199,0.50256,0,,36,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
36,2079,36_2079,0.49962,0,,36,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
36,2109,36_2109,0.50366,0,,36,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
37,1199,37_1199,0.50108,0,,37,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
37,2082,37_2082,0.50055,0,,37,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
37,2108,37_2108,0.50208,0,,37,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
38,1505,38_1505,0.49913,0,,38,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
38,2096,38_2096,0.50311,0,,38,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
38,2107,38_2107,0.49723,0,,38,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
39,1505,39_1505,0.479,0,,39,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
39,1725,39_1725,0.52208,0,,39,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
40,1725,40_1725,0.13927,0,,40,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
41,1200,41_1200,0.25415,0,,41,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
42,1200,42_1200,0.38134,0,,42,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
43,1511,43_1511,0.58266,0,,43,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
43,1513,43_1513,0.68114,0,,43,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
44,1513,44_1513,0.55995,0,,44,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
44,1514,44_1514,0.74948,0,,44,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
44,2108,44_2108,0.75075,0,,44,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
45,1221,45_1221,0.75421,0,,45,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
45,1515,45_1515,0.56342,0,,45,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
45,2127,45_2127,0.49844,0,,45,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
46,1515,46_1515,0.54323,0,,46,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
47,1465,47_1465,0.32939,0,,47,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
48,1514,48_1514,0.35296,0,,48,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
49,1221,49_1221,0.24974,0,,49,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
50,1455,50_1455,0.22763,0,,50,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
50,1850,50_1850,0.2741,0,,50,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
51,1455,51_1455,0.14484,0,,51,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
51,1517,51_1517,0.15827,0,,51,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
52,1517,52_1517,0.07195,0,,52,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
53,1011,53_1011,0.07303,0,,53,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
54,1454,54_1454,0.23173,0,,54,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
54,1850,54_1850,0.24389,0,,54,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
55,1009,55_1009,0.14875,0,,55,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
55,1454,55_1454,0.13949,0,,55,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
56,1009,56_1009,0.0807,0,,56,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
56,1011,56_1011,0.2488,0,,56,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
57,1011,57_1011,0.24761,0,,57,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
57,2275,57_2275,0.13006,0,,57,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
58,2137,58_2137,0.24289,0,,58,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
59,1509,59_1509,0.54562,0,,59,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
60,1509,60_1509,0.55945,0,,60,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
61,1510,61_1510,0.24716,0,,61,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
62,1509,62_1509,0.67712,0,,62,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
62,1512,62_1512,0.50395,0,,62,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
63,1509,63_1509,1.47521,0,,62,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
64,2142,64_2142,0.36623,0,,64,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
65,1046,65_1046,0.63785,0,,65,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
65,1510,65_1510,0.45263,0,,65,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
65,1519,65_1519,0.63653,0,,65,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
66,1046,66_1046,0.17825,0,,66,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
67,1512,67_1512,0.53196,0,,67,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
68,2142,68_2142,0.37384,0,,68,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
69,1522,69_1522,0.41066,0,,69,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
70,2282,70_2282,0.5049,0,,70,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
71,1708,71_1708,0.49452,0,,71,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
72,2141,72_2141,0.50214,0,,72,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
73,1041,73_1041,0.51826,0,,73,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
74,1522,74_1522,0.55733,0,,74,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
75,2148,75_2148,0.27106,0,,75,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
76,2133,76_2133,0.48243,0,,76,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
77,1246,77_1246,0.28664,0,,77,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
78,1246,78_1246,0.12326,0,,78,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
79,2133,79_2133,0.53711,0,,79,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
80,1247,80_1247,0.13253,0,,80,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
81,1247,81_1247,0.18012,0,,81,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
82,1759,82_1759,0.68995,0,,82,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
83,1535,83_1535,0.33362,0,,83,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
83,2150,83_2150,0.33158,0,,83,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
84,1537,84_1537,0.11768,0,,84,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
85,1759,85_1759,0.56655,0,,85,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
86,2156,86_2156,0.11297,0,,86,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
87,2156,87_2156,0.15501,0,,87,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
88,1055,88_1055,0.25211,0,,88,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
89,2169,89_2169,0.11918,0,,89,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
90,2169,90_2169,0.35962,0,,90,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
91,1245,91_1245,0.14251,0,,91,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
92,1245,92_1245,0.3409,0,,92,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
92,1538,92_1538,0.42935,0,,92,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
93,1538,93_1538,0.27014,0,,93,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
94,1078,94_1078,0.11383,0,,94,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
95,1068,95_1068,0.13423,0,,95,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
95,1890,95_1890,0.23543,0,,95,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
96,1890,96_1890,0.22568,0,,96,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
96,1925,96_1925,0.18541,0,,96,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
97,1080,97_1080,0.175,0,,97,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
97,1876,97_1876,0.13267,0,,97,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
97,1879,97_1879,0.35346,0,,97,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
97,1880,97_1880,0.3962,0,,97,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
98,1068,98_1068,0.234,0,,98,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
98,1080,98_1080,0.22004,0,,98,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
98,1902,98_1902,0.22048,0,,98,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
98,1907,98_1907,0.20233,0,,98,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
99,1902,99_1902,0.27482,0,,99,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
99,1925,99_1925,0.24383,0,,99,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
99,1927,99_1927,0.19838,0,,99,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
99,1929,99_1929,0.22882,0,,99,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
100,1907,100_1907,0.17478,0,,100,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
100,1923,100_1923,0.2283,0,,100,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
100,1931,100_1931,0.23412,0,,100,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
101,1569,101_1569,0.29839,0,,101,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
101,1927,101_1927,0.15927,0,,101,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
101,1931,101_1931,0.26279,0,,101,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
102,1084,102_1084,0.17739,0,,102,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
102,1564,102_1564,0.1889,0,,102,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
103,1854,103_1854,0.563,0,,103,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
104,1235,104_1235,0.11194,0,,104,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
105,1516,105_1516,0.15918,0,,105,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
106,2171,106_2171,0.41451,0,,106,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
107,1853,107_1853,0.23451,0,,107,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
107,2171,107_2171,0.21937,0,,107,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
107,2175,107_2175,0.21509,0,,107,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
107,2203,107_2203,0.21616,0,,107,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
108,1851,108_1851,0.14728,0,,108,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
109,1718,109_1718,0.14022,0,,109,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
110,1857,110_1857,0.18658,0,,110,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
110,2240,110_2240,0.14659,0,,110,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
111,1234,111_1234,0.12564,0,,111,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
111,2243,111_2243,0.12665,0,,111,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
112,1234,112_1234,0.14472,0,,112,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
112,2228,112_2228,0.14608,0,,112,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
112,2229,112_2229,0.14562,0,,112,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
113,2203,113_2203,0.14346,0,,113,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
113,2227,113_2227,0.21841,0,,113,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
114,2227,114_2227,0.06823,0,,114,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
115,1718,115_1718,0.29673,0,,115,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
116,1856,116_1856,0.33134,0,,116,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
116,2238,116_2238,0.16264,0,,116,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
116,2240,116_2240,0.28217,0,,116,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
117,1236,117_1236,0.1261,0,,117,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
117,2233,117_2233,0.27229,0,,117,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
118,1236,118_1236,0.14135,0,,118,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
118,1784,118_1784,0.30388,0,,118,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
118,2229,118_2229,0.26743,0,,118,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
119,2231,119_2231,0.15205,0,,119,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
119,2232,119_2232,0.14026,0,,119,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
120,2231,120_2231,0.12777,0,,120,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
121,2285,121_2285,0.21464,0,,121,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
122,2233,122_2233,0.25684,0,,122,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
122,2252,122_2252,0.12833,0,,122,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
123,2303,123_2303,0.12999,0,,123,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
124,1771,124_1771,0.30656,0,,124,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
124,1776,124_1776,0.22338,0,,124,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
124,1784,124_1784,0.30013,0,,124,1,Rural,7,10000,35,Centroid Connector,10000,1,1,1,1,0,0
125,2794,125_2794,0.03338,0,,125,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
126,2327,126_2327,0.09596,0,,126,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
126,2784,126_2784,0.03913,0,,126,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
127,1288,127_1288,0.10952,0,,127,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
127,2325,127_2325,0.23047,0,,127,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
128,1288,128_1288,0.22024,0,,128,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
128,1887,128_1887,0.25845,0,,128,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
128,2318,128_2318,0.29226,0,,128,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
129,1883,129_1883,0.3269,0,,129,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
130,1882,130_1882,0.36796,0,,130,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
130,1883,130_1883,0.32984,0,,130,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
131,1138,131_1138,0.22236,0,,131,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
131,1458,131_1458,0.2972,0,,131,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
131,2042,131_2042,0.23792,0,,131,1,Urban,0,,16,Centroid Connector,0,1,1,1,1,0,0
132,2785,132_2785,0.02351,0,,132,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
133,2316,133_2316,0.07311,0,,133,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
133,2325,133_2325,0.07231,0,,133,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
134,2324,134_2324,0.07362,0,,134,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
135,1885,135_1885,0.14493,0,,135,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
136,1884,136_1884,0.10906,0,,136,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
137,1458,137_1458,0.12049,0,,137,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
137,1461,137_1461,0.16963,0,,137,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
137,2786,137_2786,0.02506,0,,137,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
138,1461,138_1461,0.14239,0,,138,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
138,1462,138_1462,0.14647,0,,138,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
139,1462,139_1462,0.16223,0,,139,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
139,2314,139_2314,0.21548,0,,139,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
139,2315,139_2315,0.14773,0,,139,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
139,2324,139_2324,0.21726,0,,139,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
140,2315,140_2315,0.10377,0,,140,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
141,1138,141_1138,0.22604,0,,141,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
141,1580,141_1580,0.24031,0,,141,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
141,2043,141_2043,0.26693,0,,141,1,Urban,0,,16,Centroid Connector,0,1,1,1,1,0,0
141,2307,141_2307,0.26694,0,,141,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
142,2309,142_2309,0.11905,0,,142,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
142,2788,142_2788,0.02133,0,,142,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
143,2310,143_2310,0.14255,0,,143,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
143,2311,143_2311,0.07509,0,,143,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
144,2307,144_2307,0.12531,0,,144,1,Urban,7,10000,16,Centroid Connector,10000,1,1,1,1,0,0
