N,X,Y,TAZID,EXTERNAL,PNR_2015,PNR_2019,PNR_2024,PNR_2030,PNR_2040,PNR_2050,PNR_2030UF,PNR_2040UF,PNR_2050UF,GEOMETRYSO,GEOMETRY_1
"581",427547.17833,4610505.82382,"563","0","0","0","0","0","0","0","0","0","0","1","1"
"582",428762.02353,4610391.14335,"564","0","0","0","0","0","0","0","0","0","0","1","1"
"583",429587.18384,4610553.89953,"565","0","0","0","0","0","0","0","0","0","0","1","1"
"584",430119.26677,4610598.79795,"566","0","0","0","0","0","0","0","0","0","0","1","1"
"585",426142.02630,4610223.75093,"0","0","0","0","0","0","0","0","0","0","0","1","1"
"586",426329.47015,4609794.83264,"0","0","0","0","0","0","0","0","0","0","0","1","1"
"587",427322.34841,4610130.07113,"568","0","0","0","0","0","0","0","0","0","0","1","1"
"588",428197.22670,4609754.24862,"0","0","0","0","0","0","0","0","0","0","0","1","1"
"589",428218.84410,4610101.21167,"0","0","0","0","0","0","0","0","0","0","0","1","1"
"590",428900.17774,4609845.28418,"570","0","0","0","0","0","0","0","0","0","0","1","1"
"591",429690.98753,4609941.32550,"571","0","0","0","0","0","0","0","0","0","0","1","1"
"592",429724.12619,4609588.94417,"572","0","0","0","0","0","0","0","0","0","0","1","1"
"593",430434.85774,4610099.30721,"573","0","0","0","0","0","0","0","0","0","0","1","1"
"594",431057.12707,4610115.39813,"574","0","0","0","0","0","0","0","0","0","0","1","1"
"595",431845.86140,4609730.64522,"575","0","0","0","0","0","0","0","0","0","0","1","1"
"596",432264.36737,4609744.25559,"576","0","0","0","0","0","0","0","0","0","0","1","1"
"597",427291.55420,4609415.79574,"577","0","0","0","0","0","0","0","0","0","0","1","1"
"598",428173.18849,4609173.14961,"578","0","0","0","0","0","0","0","0","0","0","1","1"
"599",428870.13672,4609146.40520,"579","0","0","0","0","0","0","0","0","0","0","1","1"
"600",429566.37984,4609118.97922,"580","0","0","0","0","0","0","0","0","0","0","1","1"
"601",430283.63937,4609092.61678,"581","0","0","0","0","0","0","0","0","0","0","1","1"
"602",431275.47477,4609137.23578,"582","0","0","0","0","0","0","0","0","0","0","1","1"
"603",428391.31671,4608703.17838,"0","0","0","0","0","0","0","0","0","0","0","1","1"
"604",428210.51165,4608606.14616,"0","0","0","0","0","0","0","0","0","0","0","1","1"
"605",428891.84270,4608589.33913,"584","0","0","0","0","0","0","0","0","0","0","1","1"
"606",429140.82191,4608004.39158,"585","0","0","0","0","0","0","0","0","0","0","1","1"
"607",429926.08642,4608356.89112,"586","0","0","0","0","0","0","0","0","0","0","1","1"
"608",431543.10061,4608423.48078,"587","0","0","0","0","0","0","0","0","0","0","1","1"
"609",432842.17760,4608411.92161,"588","0","0","0","0","0","0","0","0","0","0","1","1"
"610",432861.25936,4608999.66432,"589","0","0","0","0","0","0","0","0","0","0","1","1"
"611",420421.74964,4610767.21187,"590","0","0","0","0","0","0","0","0","0","0","1","1"
"612",421387.23341,4610854.61481,"591","0","0","0","0","0","0","0","0","0","0","1","1"
"613",421404.43365,4610253.33563,"592","0","0","0","0","0","0","0","0","0","0","1","1"
"614",421994.90202,4610885.10748,"593","0","0","0","0","0","0","0","0","0","0","1","1"
"615",421952.37771,4610197.06038,"594","0","0","0","0","0","0","0","0","0","0","1","1"
"616",422667.62567,4611203.38851,"595","0","0","0","0","0","0","0","0","0","0","1","1"
"617",422432.86108,4610553.30600,"596","0","0","0","0","0","0","0","0","0","0","1","1"
"618",423029.36370,4610543.41207,"597","0","0","0","0","0","0","0","0","0","0","1","1"
"619",424646.84099,4612175.16267,"598","0","0","0","0","0","0","0","0","0","0","1","1"
"620",425304.09106,4612134.61320,"599","0","0","0","0","0","0","0","0","0","0","1","1"
"621",425049.02002,4611327.30232,"600","0","0","0","0","0","0","0","0","0","0","1","1"
"622",425005.81325,4610680.72161,"601","0","0","0","0","0","0","0","0","0","0","1","1"
"623",424808.65077,4610091.99442,"602","0","0","0","0","0","0","0","0","0","0","1","1"
"624",422406.45640,4609853.90249,"603","0","0","0","0","0","0","0","0","0","0","1","1"
"625",423197.00927,4610024.03626,"604","0","0","0","0","0","0","0","0","0","0","1","1"
"626",423693.44508,4609910.25026,"605","0","0","0","0","0","0","0","0","0","0","1","1"
"627",424817.25429,4609417.05213,"606","0","0","0","0","0","0","0","0","0","0","1","1"
"628",420424.46362,4609578.29167,"607","0","0","0","0","0","0","0","0","0","0","1","1"
"629",421097.38445,4609377.42646,"608","0","0","0","0","0","0","0","0","0","0","1","1"
"630",421751.43781,4609531.47068,"609","0","0","0","0","0","0","0","0","0","0","1","1"
"631",421730.41898,4608721.35313,"610","0","0","0","0","0","0","0","0","0","0","1","1"
"632",422372.26984,4609069.76076,"611","0","0","0","0","0","0","0","0","0","0","1","1"
"633",422812.46507,4609025.90211,"612","0","0","0","0","0","0","0","0","0","0","1","1"
"634",423517.88129,4608833.59926,"613","0","0","0","0","0","0","0","0","0","0","1","1"
"635",424988.99170,4608652.46487,"614","0","0","0","0","0","0","0","0","0","0","1","1"
"636",421100.55198,4608436.50873,"615","0","0","0","0","0","0","0","0","0","0","1","1"
"637",421511.84922,4607769.76369,"616","0","0","0","0","0","0","0","0","0","0","1","1"
"638",421891.40517,4607677.30471,"617","0","0","0","0","0","0","0","0","0","0","1","1"
"639",422305.03062,4608109.45552,"618","0","0","0","0","0","0","0","0","0","0","1","1"
"640",422233.06601,4607095.06618,"619","0","0","0","0","0","0","0","0","0","0","1","1"
"641",423352.15165,4607428.06575,"620","0","0","0","0","0","0","0","0","0","0","1","1"
"642",424935.04015,4607482.36351,"621","0","0","0","0","0","0","0","0","0","0","1","1"
"643",418147.76178,4605304.56787,"622","0","0","0","0","0","0","0","0","0","0","1","1"
"644",420192.12967,4606755.60837,"623","0","0","0","0","0","0","0","0","0","0","1","1"
"645",418698.89738,4605065.78891,"624","0","0","0","0","0","0","0","0","0","0","1","1"
"646",429643.55612,4603295.22204,"625","0","0","0","0","0","0","0","0","0","0","1","1"
"647",429965.34459,4603287.35626,"626","0","0","0","0","0","0","0","0","0","0","1","1"
"648",430519.49724,4602956.46042,"627","0","0","0","0","0","0","0","0","0","0","1","1"
"649",429854.49663,4602473.87520,"628","0","0","0","0","0","0","0","0","0","0","1","1"
"650",430441.66170,4602372.40971,"629","0","0","0","0","0","0","0","0","0","0","1","1"
"651",431126.58694,4602433.45204,"630","0","0","0","0","0","0","0","0","0","0","1","1"
"652",429880.08321,4601733.21724,"631","0","0","0","0","0","0","0","0","0","0","1","1"
"653",430419.37929,4601669.67125,"632","0","0","0","0","0","0","0","0","0","0","1","1"
"654",431074.90800,4601624.93016,"633","0","0","0","0","0","0","0","0","0","0","1","1"
"655",431043.27105,4601006.79293,"634","0","0","0","0","0","0","0","0","0","0","1","1"
"656",430522.39096,4601000.58497,"635","0","0","0","0","0","0","0","0","0","0","1","1"
"657",407345.79514,4645302.42723,"636","0","0","0","0","0","0","0","0","0","0","1","1"
"658",408953.82138,4648882.89533,"637","0","0","0","0","0","0","0","0","0","0","1","1"
"659",409563.90886,4645901.85032,"638","0","0","0","0","0","0","0","0","0","0","1","1"
"660",411831.14787,4647656.77176,"639","0","0","0","0","0","0","0","0","0","0","1","1"
"661",413805.61246,4647039.24186,"640","0","0","0","0","0","0","0","0","0","0","1","1"
"662",416734.02920,4647328.09290,"641","0","0","0","0","0","0","0","0","0","0","1","1"
"663",411012.60317,4643696.66578,"642","0","0","0","0","0","0","0","0","0","0","1","1"
"664",412727.29860,4642809.25554,"643","0","0","0","0","0","0","0","0","0","0","1","1"
"665",413353.92710,4643557.39652,"644","0","0","0","0","0","0","0","0","0","0","1","1"
"666",414173.34721,4643513.41767,"645","0","0","0","0","0","0","0","0","0","0","1","1"
"667",414032.38065,4642137.13518,"646","0","0","0","0","0","0","0","0","0","0","1","1"
"668",415379.22491,4643512.79077,"647","0","0","0","0","0","0","0","0","0","0","1","1"
"669",415349.82264,4642012.16900,"648","0","0","0","0","0","0","0","0","0","0","1","1"
"670",417010.66502,4642887.57077,"649","0","0","0","0","0","0","0","0","0","0","1","1"
"671",418607.83949,4643243.09929,"650","0","0","0","0","0","0","0","0","0","0","1","1"
"672",411056.91072,4641610.78952,"651","0","0","0","0","0","0","0","0","0","0","1","1"
"673",412233.01637,4640021.07591,"652","0","0","0","0","0","0","0","0","0","0","1","1"
"674",413053.20015,4640025.60645,"653","0","0","0","0","0","0","0","0","0","0","1","1"
"675",413842.09510,4640701.54650,"654","0","0","0","0","0","0","0","0","0","0","1","1"
"676",413735.48068,4639780.87183,"655","0","0","0","0","0","0","0","0","0","0","1","1"
"677",414501.47138,4641169.82877,"656","0","0","0","0","0","0","0","0","0","0","1","1"
"678",414420.06076,4640495.78791,"657","0","0","0","0","0","0","0","0","0","0","1","1"
"679",415329.60537,4641113.40909,"658","0","0","0","0","0","0","0","0","0","0","1","1"
"680",415397.65750,4640242.99898,"659","0","0","0","0","0","0","0","0","0","0","1","1"
"681",416428.53260,4640775.18503,"660","0","0","0","0","0","0","0","0","0","0","1","1"
"682",418166.77886,4640572.94967,"661","0","0","0","0","0","0","0","0","0","0","1","1"
"683",414919.76176,4639407.54218,"662","0","0","0","0","0","0","0","0","0","0","1","1"
"684",411980.55257,4637322.73793,"663","0","0","0","0","0","0","0","0","0","0","1","1"
"685",412805.04248,4638700.14969,"664","0","0","0","0","0","0","0","0","0","0","1","1"
"686",414708.10180,4638533.59294,"665","0","0","0","0","0","0","0","0","0","0","1","1"
"687",417290.97396,4638972.49579,"666","0","0","0","0","0","0","0","0","0","0","1","1"
"688",418463.43653,4638255.60503,"667","0","0","0","0","0","0","0","0","0","0","1","1"
"689",414587.22720,4636733.36562,"668","0","0","0","0","0","0","0","0","0","0","1","1"
"690",413491.97404,4636967.11737,"669","0","0","0","0","0","0","0","0","0","0","1","1"
"691",415765.88774,4637271.32654,"670","0","0","0","0","0","0","0","0","0","0","1","1"
"692",417391.09027,4637234.31573,"671","0","0","0","0","0","0","0","0","0","0","1","1"
"693",418045.69689,4637437.79772,"672","0","0","0","0","0","0","0","0","0","0","1","1"
"694",414782.00093,4635804.73591,"673","0","0","0","0","0","0","0","0","0","0","1","1"
"695",416354.02172,4636093.97808,"674","0","0","0","0","0","0","0","0","0","0","1","1"
"696",417377.21559,4636025.49601,"675","0","0","0","0","0","0","0","0","0","0","1","1"
"697",418097.98226,4636012.96299,"676","0","0","0","0","0","0","0","0","0","0","1","1"
"698",419876.59982,4637183.77961,"677","0","0","0","0","0","0","0","0","0","0","1","1"
"699",422538.20519,4636225.01336,"678","0","0","0","0","0","0","0","0","0","0","1","1"
"700",424164.64097,4637481.14496,"679","0","0","0","0","0","0","0","0","0","0","1","1"
"701",425065.72988,4637120.33360,"680","0","0","0","0","0","0","0","0","0","0","1","1"
"702",424493.21106,4636340.62340,"681","0","0","0","0","0","0","0","0","0","0","1","1"
"703",425060.12000,4636234.32958,"682","0","0","0","0","0","0","0","0","0","0","1","1"
"704",424114.92675,4635056.91923,"683","0","0","0","0","0","0","0","0","0","0","1","1"
"705",424999.70980,4635171.38301,"684","0","0","0","0","0","0","0","0","0","0","1","1"
"706",413777.47695,4634136.67495,"685","0","0","0","0","0","0","0","0","0","0","1","1"
"707",415324.49356,4635064.82707,"686","0","0","0","0","0","0","0","0","0","0","1","1"
"708",416252.66689,4635001.85083,"687","0","0","0","0","0","0","0","0","0","0","1","1"
"709",416189.20357,4634409.40472,"688","0","0","0","0","0","0","0","0","0","0","1","1"
"710",415723.79682,4634034.39296,"689","0","0","0","0","0","0","0","0","0","0","1","1"
"711",417249.04478,4633392.87317,"690","0","0","0","0","0","0","0","0","0","0","1","1"
"712",418099.68586,4633390.97614,"691","0","0","0","0","0","0","0","0","0","0","1","1"
"713",418863.97353,4633353.87800,"692","0","0","0","0","0","0","0","0","0","0","1","1"
"714",419427.52485,4633361.19743,"693","0","0","0","0","0","0","0","0","0","0","1","1"
"715",420053.68732,4634230.97571,"694","0","0","0","0","0","0","0","0","0","0","1","1"
"716",421694.37477,4633785.61893,"695","0","0","0","0","0","0","0","0","0","0","1","1"
"717",423327.47164,4634161.07127,"696","0","0","0","0","0","0","0","0","0","0","1","1"
"718",424222.52234,4634188.84923,"697","0","0","0","0","0","0","0","0","0","0","1","1"
"719",425007.23293,4634177.89095,"698","0","0","0","0","0","0","0","0","0","0","1","1"
"720",423160.46913,4633383.15554,"699","0","0","0","0","0","0","0","0","0","0","1","1"
"721",424210.17049,4633381.27603,"700","0","0","0","0","0","0","0","0","0","0","1","1"
"722",415032.92211,4632079.30757,"701","0","0","0","0","0","0","0","0","0","0","1","1"
"723",416337.76786,4630594.79862,"702","0","0","0","0","0","0","0","0","0","0","1","1"
"724",417098.44774,4632194.90671,"703","0","0","0","0","0","0","0","0","0","0","1","1"
"725",418307.34288,4632554.51108,"704","0","0","0","0","0","0","0","0","0","0","1","1"
"726",419679.37583,4632681.76578,"705","0","0","0","0","0","0","0","0","0","0","1","1"
"727",419336.31249,4631687.89116,"706","0","0","0","0","0","0","0","0","0","0","1","1"
"728",420852.95887,4631526.64605,"707","0","0","0","0","0","0","0","0","0","0","1","1"
"729",421700.07119,4632405.52012,"708","0","0","0","0","0","0","0","0","0","0","1","1"
"730",423612.26093,4632475.51763,"709","0","0","0","0","0","0","0","0","0","0","1","1"
"731",422909.78953,4631441.91307,"710","0","0","0","0","0","0","0","0","0","0","1","1"
"732",418715.64933,4630556.45059,"711","0","0","0","0","0","0","0","0","0","0","1","1"
"733",421856.68256,4629660.21859,"712","0","0","0","0","0","0","0","0","0","0","1","1"
"734",423370.78705,4630402.09054,"713","0","0","0","0","0","0","0","0","0","0","1","1"
"735",424600.99210,4630429.58463,"714","0","0","0","0","0","0","0","0","0","0","1","1"
"736",425433.86947,4630049.84606,"715","0","0","0","0","0","0","0","0","0","0","1","1"
"737",416393.07185,4628441.55160,"716","0","0","0","0","0","0","0","0","0","0","1","1"
"738",419060.33137,4628200.68198,"717","0","0","0","0","0","0","0","0","0","0","1","1"
"739",421615.42309,4627765.59992,"718","0","0","0","0","0","0","0","0","0","0","1","1"
"740",423625.80838,4628950.76665,"719","0","0","0","0","0","0","0","0","0","0","1","1"
"741",424690.34189,4628963.79689,"720","0","0","0","0","0","0","0","0","0","0","1","1"
"742",423026.06357,4627098.39309,"721","0","0","0","0","0","0","0","0","0","0","1","1"
"743",423696.51060,4627537.32376,"722","0","0","0","0","0","0","0","0","0","0","1","1"
"744",424208.39048,4627087.57328,"723","0","0","0","0","0","0","0","0","0","0","1","1"
"745",425246.66314,4627791.48572,"724","0","0","0","0","0","0","0","0","0","0","1","1"
"746",431777.68371,4648803.51704,"725","0","0","0","0","0","0","0","0","0","0","1","1"
"747",433271.99682,4648688.09192,"726","0","0","0","0","0","0","0","0","0","0","1","1"
"748",434500.80815,4648920.30599,"727","0","0","0","0","0","0","0","0","0","0","1","1"
"749",436687.29001,4648669.16939,"728","0","0","0","0","0","0","0","0","0","0","1","1"
"750",432090.00234,4646555.50795,"729","0","0","0","0","0","0","0","0","0","0","1","1"
"751",433507.60382,4646498.87473,"730","0","0","0","0","0","0","0","0","0","0","1","1"
"752",435294.46338,4646471.09902,"731","0","0","0","0","0","0","0","0","0","0","1","1"
"753",431712.43806,4644737.35819,"732","0","0","0","0","0","0","0","0","0","0","1","1"
"754",432942.91929,4644493.78152,"733","0","0","0","0","0","0","0","0","0","0","1","1"
"755",434696.53969,4644933.08440,"734","0","0","0","0","0","0","0","0","0","0","1","1"
"756",435032.86391,4643172.00710,"735","0","0","0","0","0","0","0","0","0","0","1","1"
"757",436734.19496,4644885.19614,"736","0","0","0","0","0","0","0","0","0","0","1","1"
"758",431056.97414,4642682.44493,"737","0","0","0","0","0","0","0","0","0","0","1","1"
"759",432393.76883,4643421.65310,"738","0","0","0","0","0","0","0","0","0","0","1","1"
"760",432233.77692,4642432.98648,"739","0","0","0","0","0","0","0","0","0","0","1","1"
"761",434575.23914,4642215.59326,"740","0","0","0","0","0","0","0","0","0","0","1","1"
"762",428262.73732,4640534.89488,"741","0","0","0","0","0","0","0","0","0","0","1","1"
"763",429737.42036,4640918.38352,"742","0","0","0","0","0","0","0","0","0","0","1","1"
"764",430934.70253,4640905.37100,"743","0","0","0","0","0","0","0","0","0","0","1","1"
"765",435860.91740,4640378.59359,"744","0","0","0","0","0","0","0","0","0","0","1","1"
"766",426032.80744,4639565.54148,"745","0","0","0","0","0","0","0","0","0","0","1","1"
"767",428166.52538,4639029.61241,"746","0","0","0","0","0","0","0","0","0","0","1","1"
"768",429652.54287,4639625.81699,"747","0","0","0","0","0","0","0","0","0","0","1","1"
"769",430799.09828,4639626.03963,"748","0","0","0","0","0","0","0","0","0","0","1","1"
"770",431689.57735,4639729.06202,"749","0","0","0","0","0","0","0","0","0","0","1","1"
"771",429654.92655,4638443.12314,"750","0","0","0","0","0","0","0","0","0","0","1","1"
"772",430674.62440,4638414.80218,"751","0","0","0","0","0","0","0","0","0","0","1","1"
"773",431598.85059,4638904.05013,"752","0","0","0","0","0","0","0","0","0","0","1","1"
"774",432204.48000,4638929.86234,"753","0","0","0","0","0","0","0","0","0","0","1","1"
"775",431716.54023,4638106.35335,"754","0","0","0","0","0","0","0","0","0","0","1","1"
"776",432969.92481,4638803.55481,"755","0","0","0","0","0","0","0","0","0","0","1","1"
"777",432833.59937,4637626.15877,"756","0","0","0","0","0","0","0","0","0","0","1","1"
"778",428339.23255,4636990.87595,"757","0","0","0","0","0","0","0","0","0","0","1","1"
"779",429956.01973,4637030.43012,"758","0","0","0","0","0","0","0","0","0","0","1","1"
"780",431388.73042,4637000.85523,"759","0","0","0","0","0","0","0","0","0","0","1","1"
"781",426881.64073,4634764.97423,"760","0","0","0","0","0","0","0","0","0","0","1","1"
"782",428344.37042,4635605.34493,"761","0","0","0","0","0","0","0","0","0","0","1","1"
"783",429874.25157,4635624.61213,"762","0","0","0","0","0","0","0","0","0","0","1","1"
"784",430947.84450,4635616.37979,"763","0","0","0","0","0","0","0","0","0","0","1","1"
"785",432320.02144,4635942.74840,"764","0","0","0","0","0","0","0","0","0","0","1","1"
"786",435118.94470,4637012.41430,"765","0","0","0","0","0","0","0","0","0","0","1","1"
"787",428353.00327,4634426.52034,"766","0","0","0","0","0","0","0","0","0","0","1","1"
"788",429610.90170,4634686.07326,"767","0","0","0","0","0","0","0","0","0","0","1","1"
"789",429577.65173,4634072.33859,"768","0","0","0","0","0","0","0","0","0","0","1","1"
"790",430528.42686,4634382.22491,"769","0","0","0","0","0","0","0","0","0","0","1","1"
"791",431719.69201,4634388.79235,"770","0","0","0","0","0","0","0","0","0","0","1","1"
"792",433417.75642,4634615.34763,"771","0","0","0","0","0","0","0","0","0","0","1","1"
"793",427455.03845,4632929.89969,"772","0","0","0","0","0","0","0","0","0","0","1","1"
"794",428349.17377,4633461.07384,"773","0","0","0","0","0","0","0","0","0","0","1","1"
"795",429550.98799,4633415.73154,"774","0","0","0","0","0","0","0","0","0","0","1","1"
"796",430349.07116,4633506.65303,"775","0","0","0","0","0","0","0","0","0","0","1","1"
"797",428691.10546,4632644.47910,"776","0","0","0","0","0","0","0","0","0","0","1","1"
"798",427728.75586,4631869.46276,"777","0","0","0","0","0","0","0","0","0","0","1","1"
"799",428672.57042,4631809.85549,"778","0","0","0","0","0","0","0","0","0","0","1","1"
"800",426565.35634,4630730.14443,"779","0","0","0","0","0","0","0","0","0","0","1","1"
"801",428221.78398,4630571.47020,"780","0","0","0","0","0","0","0","0","0","0","1","1"
"802",427055.65972,4629354.79839,"781","0","0","0","0","0","0","0","0","0","0","1","1"
"803",428603.55342,4629322.48262,"782","0","0","0","0","0","0","0","0","0","0","1","1"
"804",429407.08431,4629306.41119,"783","0","0","0","0","0","0","0","0","0","0","1","1"
"805",430029.19688,4629291.80143,"784","0","0","0","0","0","0","0","0","0","0","1","1"
"806",426797.47919,4628193.47861,"785","0","0","0","0","0","0","0","0","0","0","1","1"
"807",428230.86801,4628178.17437,"786","0","0","0","0","0","0","0","0","0","0","1","1"
"808",434836.50153,4633210.61620,"787","0","0","0","0","0","0","0","0","0","0","1","1"
"809",434746.28934,4630086.13404,"788","0","0","0","0","0","0","0","0","0","0","1","1"
"810",435461.12929,4628303.00748,"789","0","0","0","0","0","0","0","0","0","0","1","1"
"811",416837.62384,4625535.97387,"790","0","0","0","0","0","0","0","0","0","0","1","1"
"812",419756.86494,4625552.45230,"791","0","0","0","0","0","0","0","0","0","0","1","1"
"813",417038.98808,4623836.15727,"792","0","0","0","0","0","0","0","0","0","0","1","1"
"814",418174.16243,4623578.57426,"793","0","0","0","0","0","0","0","0","0","0","1","1"
"815",419760.41489,4623353.60956,"794","0","0","0","0","0","0","0","0","0","0","1","1"
"816",421472.63122,4623186.22391,"795","0","0","0","0","0","0","0","0","0","0","1","1"
"817",415081.31336,4623509.02350,"796","0","0","0","0","0","0","0","0","0","0","1","1"
"818",416782.01266,4622569.40320,"797","0","0","0","0","0","0","0","0","0","0","1","1"
"819",418154.06633,4622198.23865,"798","0","0","0","0","0","0","0","0","0","0","1","1"
"820",415900.19191,4620803.74904,"799","0","0","0","0","0","0","0","0","0","0","1","1"
"821",416969.39232,4621093.90644,"800","0","0","0","0","0","0","0","0","0","0","1","1"
"822",418169.54329,4621085.94503,"801","0","0","0","0","0","0","0","0","0","0","1","1"
"823",429995.36660,4604178.45701,"802","0","0","0","0","0","0","0","0","0","0","1","1"
"824",418871.11496,4621357.86205,"803","0","0","0","0","0","0","0","0","0","0","1","1"
"825",431153.18602,4605030.51710,"804","0","0","0","0","0","0","0","0","0","0","1","1"
"826",417358.40709,4620080.29139,"805","0","0","0","0","0","0","0","0","0","0","1","1"
"827",420216.99682,4620579.92300,"806","0","0","0","0","0","0","0","0","0","0","1","1"
"828",430582.82962,4604214.40945,"807","0","0","0","0","0","0","0","0","0","0","1","1"
"829",431480.64508,4604240.54331,"808","0","0","0","0","0","0","0","0","0","0","1","1"
"830",422238.29591,4621764.55624,"809","0","0","0","0","0","0","0","0","0","0","1","1"
"831",422274.43821,4620258.84376,"810","0","0","0","0","0","0","0","0","0","0","1","1"
"832",430597.04847,4603435.46495,"811","0","0","0","0","0","0","0","0","0","0","1","1"
"833",424404.64593,4620048.49413,"812","0","0","0","0","0","0","0","0","0","0","1","1"
"834",431401.24438,4603407.77323,"813","0","0","0","0","0","0","0","0","0","0","1","1"
"835",415470.76681,4616077.52998,"814","0","0","0","0","0","0","0","0","0","0","1","1"
"836",432822.74578,4604265.33302,"815","0","0","0","0","0","0","0","0","0","0","1","1"
"837",428982.39598,4603503.42808,"816","0","0","0","0","0","0","0","0","0","0","1","1"
"838",416564.67076,4619106.08526,"817","0","0","0","0","0","0","0","0","0","0","1","1"
"839",425700.45949,4600426.31775,"818","0","0","0","0","0","0","0","0","0","0","1","1"
"840",417353.85283,4619072.91718,"819","0","0","0","0","0","0","0","0","0","0","1","1"
"841",429213.11680,4602493.73251,"820","0","0","0","0","0","0","0","0","0","0","1","1"
"842",416718.04048,4617657.89963,"821","0","0","0","0","0","0","0","0","0","0","1","1"
"843",429795.86510,4601218.25025,"822","0","0","0","0","0","0","0","0","0","0","1","1"
"844",417258.50764,4617278.90660,"823","0","0","0","0","0","0","0","0","0","0","1","1"
"845",417669.40967,4616858.10387,"824","0","0","0","0","0","0","0","0","0","0","1","1"
"846",430216.33056,4599696.36134,"825","0","0","0","0","0","0","0","0","0","0","1","1"
"847",418185.02668,4616279.18750,"826","0","0","0","0","0","0","0","0","0","0","1","1"
"848",430826.69960,4599552.66254,"827","0","0","0","0","0","0","0","0","0","0","1","1"
"849",431160.11406,4600135.85538,"828","0","0","0","0","0","0","0","0","0","0","1","1"
"850",418140.25023,4615542.25404,"829","0","0","0","0","0","0","0","0","0","0","1","1"
"851",431515.33045,4598627.19386,"830","0","0","0","0","0","0","0","0","0","0","1","1"
"852",419038.90419,4615737.72400,"831","0","0","0","0","0","0","0","0","0","0","1","1"
"853",419507.30346,4616054.18921,"832","0","0","0","0","0","0","0","0","0","0","1","1"
"854",432037.46201,4602664.85264,"833","0","0","0","0","0","0","0","0","0","0","1","1"
"855",431802.57462,4601914.37710,"834","0","0","0","0","0","0","0","0","0","0","1","1"
"856",418364.78248,4614305.60186,"835","0","0","0","0","0","0","0","0","0","0","1","1"
"857",419480.02756,4614013.34423,"836","0","0","0","0","0","0","0","0","0","0","1","1"
"858",431756.82762,4601274.49995,"837","0","0","0","0","0","0","0","0","0","0","1","1"
"859",433060.44632,4602179.22606,"838","0","0","0","0","0","0","0","0","0","0","1","1"
"860",431745.91102,4600208.77693,"839","0","0","0","0","0","0","0","0","0","0","1","1"
"861",420190.28513,4615424.60843,"840","0","0","0","0","0","0","0","0","0","0","1","1"
"862",421002.14243,4616806.03936,"841","0","0","0","0","0","0","0","0","0","0","1","1"
"863",432883.39457,4600217.27043,"842","0","0","0","0","0","0","0","0","0","0","1","1"
"864",431833.34349,4598856.92406,"843","0","0","0","0","0","0","0","0","0","0","1","1"
"865",422423.18951,4618348.74454,"844","0","0","0","0","0","0","0","0","0","0","1","1"
"866",423687.41823,4618439.18271,"845","0","0","0","0","0","0","0","0","0","0","1","1"
"867",431426.88115,4598161.10303,"846","0","0","0","0","0","0","0","0","0","0","1","1"
"868",424838.17235,4618650.50192,"847","0","0","0","0","0","0","0","0","0","0","1","1"
"869",433091.36231,4598608.76548,"848","0","0","0","0","0","0","0","0","0","0","1","1"
"870",432005.03904,4597109.48031,"849","0","0","0","0","0","0","0","0","0","0","1","1"
"871",425945.01514,4618580.38721,"850","0","0","0","0","0","0","0","0","0","0","1","1"
"872",422966.05998,4616875.73643,"851","0","0","0","0","0","0","0","0","0","0","1","1"
"873",432973.97297,4597047.87666,"852","0","0","0","0","0","0","0","0","0","0","1","1"
"874",428366.09476,4596295.00166,"853","0","0","0","0","0","0","0","0","0","0","1","1"
"875",424837.95256,4617455.15406,"854","0","0","0","0","0","0","0","0","0","0","1","1"
"876",432925.63500,4595095.78327,"855","0","0","0","0","0","0","0","0","0","0","1","1"
"877",426042.66385,4617442.19038,"856","0","0","0","0","0","0","0","0","0","0","1","1"
"878",428052.58426,4589522.67327,"857","0","0","0","0","0","0","0","0","0","0","1","1"
"879",425036.43064,4616452.07451,"858","0","0","0","0","0","0","0","0","0","0","1","1"
"880",445049.90972,4637978.84242,"859","0","0","0","0","0","0","0","0","0","0","1","1"
"881",426243.18870,4616443.93429,"860","0","0","0","0","0","0","0","0","0","0","1","1"
"882",451134.07083,4620309.99140,"861","0","0","0","0","0","0","0","0","0","0","1","1"
"883",423141.36385,4615220.83358,"862","0","0","0","0","0","0","0","0","0","0","1","1"
"884",425047.14772,4615254.52001,"863","0","0","0","0","0","0","0","0","0","0","1","1"
"885",444036.45508,4599839.32079,"864","0","0","0","0","0","0","0","0","0","0","1","1"
"886",434603.95108,4597020.47051,"865","0","0","0","0","0","0","0","0","0","0","1","1"
"887",426243.64405,4615235.06863,"866","0","0","0","0","0","0","0","0","0","0","1","1"
"888",437547.59031,4588683.86989,"867","0","0","0","0","0","0","0","0","0","0","1","1"
"889",420666.92380,4614254.23320,"868","0","0","0","0","0","0","0","0","0","0","1","1"
"890",457165.67183,4598219.14428,"869","0","0","0","0","0","0","0","0","0","0","1","1"
"891",420374.17391,4612203.23886,"870","0","0","0","0","0","0","0","0","0","0","1","1"
"892",421212.49013,4613358.23224,"871","0","0","0","0","0","0","0","0","0","0","1","1"
"893",421782.80868,4612075.19875,"872","0","0","0","0","0","0","0","0","0","0","1","1"
"894",422060.94913,4613728.57490,"873","0","0","0","0","0","0","0","0","0","0","1","1"
"895",422532.17812,4612561.27730,"874","0","0","0","0","0","0","0","0","0","0","1","1"
