N,X,Y,TAZID,EXTERNAL,PNR_2015,PNR_2019,PNR_2024,PNR_2030,PNR_2040,PNR_2050,PNR_2030UF,PNR_2040UF,PNR_2050UF,GEOMETRYSO,GEOMETRY_1
"1343",427625.65676,4622195.89855,"321","0","0","0","0","0","0","0","0","0","0","1","1"
"1344",428158.86354,4621336.88870,"348","0","0","0","0","0","0","0","0","0","0","1","1"
"1345",432744.05120,4628818.99759,"199","0","0","0","0","0","0","0","0","0","0","1","1"
"1346",432742.20953,4627318.35861,"215","0","0","0","0","0","0","0","0","0","0","1","1"
"1347",432758.37405,4620095.14216,"391","0","0","0","0","0","0","0","0","0","0","1","1"
"1348",432943.08804,4621709.35643,"340","0","0","0","0","0","0","0","0","0","0","1","1"
"1349",427673.10327,4620384.50246,"377","0","0","0","0","0","0","0","0","0","0","1","1"
"1350",427644.87472,4619567.68046,"404","0","0","0","0","0","0","0","0","0","0","1","1"
"1351",433122.09824,4622331.63669,"312","0","0","0","0","0","0","0","0","0","0","1","1"
"1352",433125.48062,4621703.73990,"342","0","0","0","0","0","0","0","0","0","0","1","1"
"1353",433123.91348,4622670.53302,"314","0","0","0","0","0","0","0","0","0","0","1","1"
"1354",433123.16444,4622256.51501,"340","0","0","0","0","0","0","0","0","0","0","1","1"
"1355",433126.11799,4621508.70149,"370","0","0","0","0","0","0","0","0","0","0","1","1"
"1356",433140.77507,4623126.51407,"311","0","0","0","0","0","0","0","0","0","0","1","1"
"1357",433130.01076,4623863.06883,"258","0","0","0","0","0","0","0","0","0","0","1","1"
"1358",433134.31087,4626508.06898,"229","0","0","0","0","0","0","0","0","0","0","1","1"
"1359",433132.91086,4626140.06988,"228","0","0","0","0","0","0","0","0","0","0","1","1"
"1360",433141.42616,4627313.18082,"216","0","0","0","0","0","0","0","0","0","0","1","1"
"1361",427625.54911,4618982.07194,"423","0","0","0","0","0","0","0","0","0","0","1","1"
"1362",433137.94261,4627082.13192,"215","0","0","0","0","0","0","0","0","0","0","1","1"
"1363",427609.62055,4618519.81926,"423","0","0","0","0","0","0","0","0","0","0","1","1"
"1364",426644.93940,4616039.41261,"441","0","0","0","0","0","0","0","0","0","0","1","1"
"1365",433472.72695,4623265.45013,"313","0","0","0","0","0","0","0","0","0","0","1","1"
"1366",433532.52582,4627310.26115,"216","0","0","0","0","0","0","0","0","0","0","1","1"
"1367",430557.34846,4618199.64475,"443","0","0","0","0","0","0","0","0","0","0","1","1"
"1368",433744.82100,4621638.83410,"369","0","0","0","0","0","0","0","0","0","0","1","1"
"1369",433745.24416,4621677.49408,"345","0","0","0","0","0","0","0","0","0","0","1","1"
"1370",433754.56858,4622262.84822,"343","0","0","0","0","0","0","0","0","0","0","1","1"
"1371",430923.97129,4617690.05334,"469","0","0","0","0","0","0","0","0","0","0","1","1"
"1372",433941.48613,4623261.95945,"292","0","0","0","0","0","0","0","0","0","0","1","1"
"1373",433943.19473,4627323.13591,"207","0","0","0","0","0","0","0","0","0","0","1","1"
"1374",433949.94570,4626071.43653,"230","0","0","0","0","0","0","0","0","0","0","1","1"
"1375",433954.71092,4626507.06929,"229","0","0","0","0","0","0","0","0","0","0","1","1"
"1376",434537.59896,4621543.21302,"390","0","0","0","0","0","0","0","0","0","0","1","1"
"1377",441073.81007,4609065.17071,"864","0","0","0","0","0","0","0","0","0","0","1","1"
"1378",446649.22718,4625705.51365,"859","0","0","0","0","0","0","0","0","0","0","1","1"
"1379",430938.97836,4617303.14002,"470","0","0","0","0","0","0","0","0","0","0","1","1"
"1380",431026.41555,4616882.69232,"475","0","0","0","0","0","0","0","0","0","0","1","1"
"1381",451386.21012,4633954.06987,"861","0","0","0","0","0","0","0","0","0","0","1","1"
"1382",451486.79680,4597675.36341,"869","0","0","0","0","0","0","0","0","0","0","1","1"
"1383",453434.41142,4642278.56952,"859","0","0","0","0","0","0","0","0","0","0","1","1"
"1384",455933.50855,4645776.50596,"859","0","0","0","0","0","0","0","0","0","0","1","1"
"1385",412921.51882,4642289.03847,"51","0","0","0","0","0","0","0","0","0","0","1","1"
"1386",413384.57494,4642284.64893,"643","0","0","0","0","0","0","0","0","0","0","1","1"
"1387",421083.08734,4606016.12444,"623","0","0","0","0","0","0","0","0","0","0","1","1"
"1388",413403.04111,4642710.38861,"646","0","0","0","0","0","0","0","0","0","0","1","1"
"1389",429203.11051,4608779.17018,"586","0","0","0","0","0","0","0","0","0","0","1","1"
"1390",414579.94397,4642703.42641,"648","0","0","0","0","0","0","0","0","0","0","1","1"
"1391",425801.01208,4610303.06995,"601","0","0","0","0","0","0","0","0","0","0","1","1"
"1392",428309.99073,4609516.95637,"569","0","60","60","60","60","60","60","60","60","60","1","1"
"1393",430172.91074,4610159.16687,"573","0","0","0","0","0","0","0","0","0","0","1","1"
"1394",429241.28209,4609711.69080,"571","0","0","0","0","0","0","0","0","0","0","1","1"
"1395",428300.50360,4612403.17283,"882","0","0","0","0","0","0","0","0","0","0","1","1"
"1396",429325.72308,4612382.67623,"552","0","0","0","0","0","0","0","0","0","0","1","1"
"1397",430621.51312,4612348.93484,"558","0","0","0","0","0","0","0","0","0","0","1","1"
"1398",430656.91021,4611387.16920,"558","0","60","60","60","60","60","60","60","60","60","1","1"
"1399",416175.13508,4642698.99978,"648","0","0","0","0","0","0","0","0","0","0","1","1"
"1400",428307.02672,4611455.39107,"890","0","0","0","0","0","0","0","0","0","0","1","1"
"1401",430606.01027,4615197.27105,"541","0","0","0","0","0","0","0","0","0","0","1","1"
"1402",427349.51144,4615229.06776,"531","0","0","0","0","0","0","0","0","0","0","1","1"
"1403",429060.11556,4615215.35205,"532","0","0","0","0","0","0","0","0","0","0","1","1"
"1404",429060.60021,4616029.69035,"531","0","0","0","0","0","0","0","0","0","0","1","1"
"1405",429028.37824,4617397.00347,"438","0","0","0","0","0","0","0","0","0","0","1","1"
"1406",428413.03454,4617234.41330,"437","0","0","0","0","0","0","0","0","0","0","1","1"
"1407",428443.66016,4618312.52295,"432","0","0","0","0","0","0","0","0","0","0","1","1"
"1408",429052.14130,4618293.14966,"426","0","0","0","0","0","0","0","0","0","0","1","1"
"1409",430427.72585,4618506.63168,"443","0","0","0","0","0","0","0","0","0","0","1","1"
"1410",429912.07864,4618537.67777,"429","0","0","0","0","0","0","0","0","0","0","1","1"
"1411",429885.97743,4619491.94954,"411","0","0","0","0","0","0","0","0","0","0","1","1"
"1412",431765.53432,4618275.19920,"463","0","0","0","0","0","0","0","0","0","0","1","1"
"1413",431761.61278,4618108.07057,"462","0","0","0","0","0","0","0","0","0","0","1","1"
"1414",430551.52601,4618496.40669,"458","0","0","0","0","0","0","0","0","0","0","1","1"
"1415",431515.11007,4616830.06960,"476","0","0","0","0","0","0","0","0","0","0","1","1"
"1416",429311.72537,4619919.53788,"378","0","0","0","0","0","0","0","0","0","0","1","1"
"1417",428492.21527,4619945.51978,"405","0","0","0","0","0","0","0","0","0","0","1","1"
"1418",432554.62848,4617013.00832,"482","0","0","0","0","0","0","0","0","0","0","1","1"
"1419",417802.40518,4637847.12551,"667","0","0","0","0","0","0","0","0","0","0","1","1"
"1420",414016.41171,4637868.26950,"665","0","0","0","0","0","0","0","0","0","0","1","1"
"1421",430383.79794,4621547.38446,"327","0","0","0","0","0","0","0","0","0","0","1","1"
"1422",429375.59664,4621584.48567,"350","0","0","0","0","0","0","0","0","0","0","1","1"
"1423",428558.76049,4621608.98397,"348","0","0","0","0","0","0","0","0","0","0","1","1"
"1424",429442.99588,4624064.62065,"276","0","0","0","0","0","0","0","0","0","0","1","1"
"1425",433128.17116,4624079.66649,"249","0","0","0","0","0","0","0","0","0","0","1","1"
"1426",433945.20992,4624080.07005,"258","0","0","0","0","0","0","0","0","0","0","1","1"
"1427",413772.77355,4643504.75658,"645","0","0","0","0","0","0","0","0","0","0","1","1"
"1428",433127.03218,4624757.65892,"248","0","0","0","0","0","0","0","0","0","0","1","1"
"1429",432384.57568,4624782.07617,"237","0","0","0","0","0","0","0","0","0","0","1","1"
"1430",431970.69270,4624797.10686,"237","0","0","0","0","0","0","0","0","0","0","1","1"
"1431",430678.07458,4624848.49988,"234","0","0","0","0","0","0","0","0","0","0","1","1"
"1432",432742.07466,4627774.22707,"206","0","0","0","0","0","0","0","0","0","0","1","1"
"1433",430792.97657,4629319.60717,"179","0","0","0","0","0","0","0","0","0","0","1","1"
"1434",432745.02230,4629268.85754,"182","0","0","0","0","0","0","0","0","0","0","1","1"
"1435",430802.23302,4629691.71351,"179","0","60","60","60","60","60","60","60","60","60","1","1"
"1436",428203.37756,4629741.03601,"780","0","0","0","0","0","0","0","0","0","0","1","1"
"1437",414185.31750,4644320.85125,"640","0","0","0","0","0","0","0","0","0","0","1","1"
"1438",429074.45555,4631376.46267,"159","0","0","0","0","0","0","0","0","0","0","1","1"
"1439",429024.42419,4629719.49888,"172","0","0","0","0","0","0","0","0","0","0","1","1"
"1440",427346.02343,4629777.91634,"780","0","0","0","0","0","0","0","0","0","0","1","1"
"1441",425938.39703,4629657.25119,"781","0","0","0","0","0","0","0","0","0","0","1","1"
"1442",429048.82708,4630553.03854,"159","0","0","0","0","0","0","0","0","0","0","1","1"
"1443",431907.52318,4631218.60914,"155","0","0","0","0","0","0","0","0","0","0","1","1"
"1444",431315.44195,4631248.60263,"147","0","0","0","0","0","0","0","0","0","0","1","1"
"1445",431917.67677,4631951.68962,"150","0","0","0","0","0","0","0","0","0","0","1","1"
"1446",414571.65876,4644324.96797,"640","0","0","0","0","0","0","0","0","0","0","1","1"
"1447",431536.63081,4631944.56681,"148","0","0","0","0","0","0","0","0","0","0","1","1"
"1448",431333.96872,4631948.06973,"140","0","0","0","0","0","0","0","0","0","0","1","1"
"1449",430847.53082,4631494.07437,"146","0","0","0","0","0","0","0","0","0","0","1","1"
"1450",432034.64785,4630554.06262,"168","0","0","0","0","0","0","0","0","0","0","1","1"
"1451",430385.72467,4631511.00276,"145","0","0","0","0","0","0","0","0","0","0","1","1"
"1452",431138.53010,4634985.16718,"770","0","60","60","60","60","60","60","60","60","60","1","1"
"1453",414582.80331,4650091.59518,"640","0","0","0","0","0","0","0","0","0","0","1","1"
"1454",412869.40179,4641058.63315,"54","0","0","0","0","0","0","0","0","0","0","1","1"
"1455",412903.61801,4641884.69603,"50","0","0","0","0","0","0","0","0","0","0","1","1"
"1456",430405.60621,4632203.79421,"138","0","0","0","0","0","0","0","0","0","0","1","1"
"1457",429941.47368,4632215.88944,"137","0","0","0","0","0","0","0","0","0","0","1","1"
"1458",429945.71220,4632444.47465,"137","0","0","0","0","0","0","0","0","0","0","1","1"
"1459",429953.09546,4632688.90747,"132","0","0","0","0","0","0","0","0","0","0","1","1"
"1460",430417.58412,4632673.92186,"132","0","0","0","0","0","0","0","0","0","0","1","1"
"1461",430411.50659,4632434.02872,"138","0","0","0","0","0","0","0","0","0","0","1","1"
"1462",430876.04981,4632422.95913,"139","0","0","0","0","0","0","0","0","0","0","1","1"
"1463",430882.07511,4632659.07755,"134","0","0","0","0","0","0","0","0","0","0","1","1"
"1464",425794.24057,4647457.71857,"23","0","0","0","0","0","0","0","0","0","0","1","1"
"1465",425817.00872,4641825.76902,"43","0","0","0","0","0","0","0","0","0","0","1","1"
"1466",429016.11020,4641807.27026,"49","0","0","0","0","0","0","0","0","0","0","1","1"
"1467",425809.01080,4644238.47087,"36","0","0","0","0","0","0","0","0","0","0","1","1"
"1468",430090.22334,4634996.98445,"762","0","0","0","0","0","0","0","0","0","0","1","1"
"1469",431437.07231,4614358.02766,"503","0","40","40","40","40","40","40","40","40","40","1","1"
"1470",431668.08870,4614351.27035,"503","0","0","0","0","0","0","0","0","0","0","1","1"
"1471",431770.52096,4612122.82363,"899","0","0","0","0","0","0","0","0","0","0","1","1"
"1472",431352.71208,4632644.31540,"135","0","0","0","0","0","0","0","0","0","0","1","1"
"1473",430991.98591,4620312.44205,"386","0","0","0","0","0","0","0","0","0","0","1","1"
"1474",414896.83746,4636921.48988,"668","0","0","0","0","0","0","0","0","0","0","1","1"
"1475",431777.92204,4620888.65081,"366","0","0","0","0","0","0","0","0","0","0","1","1"
"1476",431644.83650,4620785.42136,"364","0","0","0","0","0","0","0","0","0","0","1","1"
"1477",431647.66399,4620892.08439,"364","0","0","0","0","0","0","0","0","0","0","1","1"
"1478",431656.14017,4621106.73216,"365","0","0","0","0","0","0","0","0","0","0","1","1"
"1479",431005.05995,4620701.92994,"364","0","0","0","0","0","0","0","0","0","0","1","1"
"1480",431217.11019,4620489.92436,"385","0","0","0","0","0","0","0","0","0","0","1","1"
"1481",430996.57056,4620487.16843,"384","0","0","0","0","0","0","0","0","0","0","1","1"
"1482",429926.40200,4619091.93435,"418","0","0","0","0","0","0","0","0","0","0","1","1"
"1483",430524.52326,4619161.15637,"419","0","0","0","0","0","0","0","0","0","0","1","1"
"1484",430305.10395,4619111.89327,"418","0","0","0","0","0","0","0","0","0","0","1","1"
"1485",430376.17390,4621353.87488,"356","0","0","0","0","0","0","0","0","0","0","1","1"
"1486",428592.99098,4622841.85327,"297","0","0","0","0","0","0","0","0","0","0","1","1"
"1487",425766.53134,4606704.15676,"909","0","0","0","0","0","0","0","0","0","0","1","1"
"1488",431067.31150,4622823.88219,"304","0","0","0","0","0","0","0","0","0","0","1","1"
"1489",425921.99989,4627365.91492,"262","0","0","0","0","0","0","0","0","0","0","1","1"
"1490",413282.14306,4639935.95019,"653","0","0","0","0","0","0","0","0","0","0","1","1"
"1491",414681.20914,4641367.96245,"656","0","0","0","0","0","0","0","0","0","0","1","1"
"1492",418008.81247,4641081.46877,"650","0","0","0","0","0","0","0","0","0","0","1","1"
"1493",417802.31953,4638657.66204,"666","0","0","0","0","0","0","0","0","0","0","1","1"
"1494",414579.14446,4647027.09410,"640","0","0","0","0","0","0","0","0","0","0","1","1"
"1495",430622.55468,4613602.48365,"551","0","0","0","0","0","0","0","0","0","0","1","1"
"1496",416180.80994,4641300.87092,"660","0","0","0","0","0","0","0","0","0","0","1","1"
"1497",416466.30969,4632185.86984,"703","0","0","0","0","0","0","0","0","0","0","1","1"
"1498",419583.39587,4634996.08911,"694","0","0","0","0","0","0","0","0","0","0","1","1"
"1499",414576.59774,4643518.48398,"645","0","0","0","0","0","0","0","0","0","0","1","1"
"1500",432672.96391,4648747.37483,"725","0","0","0","0","0","0","0","0","0","0","1","1"
"1501",425819.80500,4637029.45748,"81","0","0","0","0","0","0","0","0","0","0","1","1"
"1502",431132.59086,4647458.28527,"33","0","0","0","0","0","0","0","0","0","0","1","1"
"1503",425801.73501,4645853.11616,"30","0","0","0","0","0","0","0","0","0","0","1","1"
"1504",427407.51216,4644229.46979,"44","0","0","0","0","0","0","0","0","0","0","1","1"
"1505",429019.26767,4645043.39196,"38","0","0","0","0","0","0","0","0","0","0","1","1"
"1506",414486.21297,4642136.39624,"646","0","0","0","0","0","0","0","0","0","0","1","1"
"1507",430364.83201,4644193.96376,"46","0","0","0","0","0","0","0","0","0","0","1","1"
"1508",432630.91114,4645545.06937,"730","0","0","0","0","0","0","0","0","0","0","1","1"
"1509",420967.11030,4642660.96972,"62","0","0","0","0","0","0","0","0","0","0","1","1"
"1510",420175.21225,4641070.86987,"61","0","0","0","0","0","0","0","0","0","0","1","1"
"1511",424193.81223,4643414.26879,"41","0","0","0","0","0","0","0","0","0","0","1","1"
"1512",421791.01142,4641063.26841,"62","0","0","0","0","0","0","0","0","0","0","1","1"
"1513",425811.66815,4643436.47899,"43","0","0","0","0","0","0","0","0","0","0","1","1"
"1514",426644.83481,4641820.89781,"44","0","0","0","0","0","0","0","0","0","0","1","1"
"1515",429017.90310,4642597.80900,"46","0","0","0","0","0","0","0","0","0","0","1","1"
"1516",432511.53647,4642468.74697,"739","0","0","0","0","0","0","0","0","0","0","1","1"
"1517",413370.45914,4641959.18153,"51","0","0","0","0","0","0","0","0","0","0","1","1"
"1518",431502.26313,4643877.20614,"732","0","0","0","0","0","0","0","0","0","0","1","1"
"1519",418982.31995,4640649.13930,"661","0","0","0","0","0","0","0","0","0","0","1","1"
"1520",421087.90942,4639446.37016,"66","0","0","0","0","0","0","0","0","0","0","1","1"
"1521",423417.61040,4639447.97141,"69","0","0","0","0","0","0","0","0","0","0","1","1"
"1522",424280.71110,4640726.56868,"64","0","0","0","0","0","0","0","0","0","0","1","1"
"1523",432439.90972,4640174.26886,"118","0","0","0","0","0","0","0","0","0","0","1","1"
"1524",431247.51050,4641554.96929,"737","0","0","0","0","0","0","0","0","0","0","1","1"
"1525",432406.62841,4638503.05328,"755","0","60","60","60","60","60","60","60","60","60","1","1"
"1526",416984.97021,4637849.09845,"671","0","0","0","0","0","0","0","0","0","0","1","1"
"1527",416181.28975,4644313.72680,"649","0","0","0","0","0","0","0","0","0","0","1","1"
"1528",412960.23698,4644319.44445,"644","0","0","0","0","0","0","0","0","0","0","1","1"
"1529",412954.02648,4649197.55392,"639","0","0","0","0","0","0","0","0","0","0","1","1"
"1530",414180.09535,4642705.22325,"646","0","0","0","0","0","0","0","0","0","0","1","1"
"1531",417223.41159,4629760.56984,"711","0","0","0","0","0","0","0","0","0","0","1","1"
"1532",413803.72041,4650085.65649,"639","0","0","0","0","0","0","0","0","0","0","1","1"
"1533",421834.83733,4626580.20567,"266","0","0","0","0","0","0","0","0","0","0","1","1"
"1534",422733.18710,4627707.37927,"718","0","0","0","0","0","0","0","0","0","0","1","1"
"1535",425638.86350,4634608.32358,"86","0","0","0","0","0","0","0","0","0","0","1","1"
"1536",425820.63049,4637840.37472,"75","0","0","0","0","0","0","0","0","0","0","1","1"
"1537",425823.31160,4635667.46838,"84","0","0","0","0","0","0","0","0","0","0","1","1"
"1538",425815.33142,4632187.67150,"93","0","0","0","0","0","0","0","0","0","0","1","1"
"1539",412945.26253,4647654.67540,"640","0","0","0","0","0","0","0","0","0","0","1","1"
"1540",425939.45917,4629288.94054,"715","0","0","0","0","0","0","0","0","0","0","1","1"
"1541",418517.01094,4624107.27100,"793","0","0","0","0","0","0","0","0","0","0","1","1"
"1542",415919.31055,4624294.87049,"797","0","0","0","0","0","0","0","0","0","0","1","1"
"1543",417770.95432,4622831.45025,"797","0","0","0","0","0","0","0","0","0","0","1","1"
"1544",419389.86082,4622300.07782,"794","0","0","0","0","0","0","0","0","0","0","1","1"
"1545",418574.01123,4621689.37009,"801","0","0","0","0","0","0","0","0","0","0","1","1"
"1546",417701.18929,4634278.92272,"98","0","0","0","0","0","0","0","0","0","0","1","1"
"1547",418564.88977,4618916.87301,"516","0","0","0","0","0","0","0","0","0","0","1","1"
"1548",419858.48035,4618881.50314,"518","0","0","0","0","0","0","0","0","0","0","1","1"
"1549",419000.78824,4618024.52152,"524","0","0","0","0","0","0","0","0","0","0","1","1"
"1550",418518.81122,4617581.16909,"525","0","0","0","0","0","0","0","0","0","0","1","1"
"1551",418944.21125,4616588.76857,"530","0","0","0","0","0","0","0","0","0","0","1","1"
"1552",424229.50111,4625778.39870,"266","0","0","0","0","0","0","0","0","0","0","1","1"
"1553",424212.42475,4623121.74807,"371","0","0","0","0","0","0","0","0","0","0","1","1"
"1554",423411.46395,4619257.49184,"810","0","0","0","0","0","0","0","0","0","0","1","1"
"1555",425841.39909,4616847.35188,"856","0","0","0","0","0","0","0","0","0","0","1","1"
"1556",431813.97562,4636742.06100,"759","0","0","0","0","0","0","0","0","0","0","1","1"
"1557",429977.69064,4633604.99453,"775","0","0","0","0","0","0","0","0","0","0","1","1"
"1558",430995.49928,4634156.33185,"770","0","0","0","0","0","0","0","0","0","0","1","1"
"1559",425779.19185,4649555.52391,"19","0","0","0","0","0","0","0","0","0","0","1","1"
"1560",417683.46428,4633802.92403,"691","0","0","0","0","0","0","0","0","0","0","1","1"
"1561",417650.17837,4632993.28128,"704","0","0","0","0","0","0","0","0","0","0","1","1"
"1562",416778.15236,4633000.73992,"704","0","0","0","0","0","0","0","0","0","0","1","1"
"1563",417666.69961,4633403.13303,"690","0","0","0","0","0","0","0","0","0","0","1","1"
"1564",418559.58029,4634194.53654,"101","0","0","0","0","0","0","0","0","0","0","1","1"
"1565",418515.56806,4632987.21541,"704","0","0","0","0","0","0","0","0","0","0","1","1"
"1566",420324.98097,4632995.88940,"694","0","0","0","0","0","0","0","0","0","0","1","1"
"1567",430392.40847,4631743.90923,"144","0","0","0","0","0","0","0","0","0","0","1","1"
"1568",430154.51956,4631518.25972,"144","0","0","0","0","0","0","0","0","0","0","1","1"
"1569",418545.86711,4633790.40605,"692","0","0","0","0","0","0","0","0","0","0","1","1"
"1570",428145.21991,4616034.15048,"0","0","0","0","0","0","0","0","0","0","0","1","1"
"1571",428259.20524,4616348.71568,"0","0","0","0","0","0","0","0","0","0","0","1","1"
"1572",431327.80519,4631715.37286,"146","0","0","0","0","0","0","0","0","0","0","1","1"
"1573",428255.26922,4616034.07677,"0","0","0","0","0","0","0","0","0","0","0","1","1"
"1574",431913.35584,4631639.72950,"150","0","0","0","0","0","0","0","0","0","0","1","1"
"1575",431542.04144,4631235.60890,"167","0","0","0","0","0","0","0","0","0","0","1","1"
"1576",432107.43344,4631210.43492,"155","0","0","0","0","0","0","0","0","0","0","1","1"
"1577",425821.15293,4631219.42414,"779","0","0","0","0","0","0","0","0","0","0","1","1"
"1578",427393.01506,4630600.12101,"780","0","0","0","0","0","0","0","0","0","0","1","1"
"1579",428246.52669,4631406.06916,"777","0","0","0","0","0","0","0","0","0","0","1","1"
"1580",429498.56907,4631460.53327,"141","0","0","0","0","0","0","0","0","0","0","1","1"
"1581",429472.41085,4630537.07071,"160","0","0","0","0","0","0","0","0","0","0","1","1"
"1582",430295.08128,4630520.65658,"164","0","0","0","0","0","0","0","0","0","0","1","1"
"1583",433901.90300,4647419.99057,"730","0","0","0","0","0","0","0","0","0","0","1","1"
"1584",430266.47891,4629700.08628,"173","0","0","0","0","0","0","0","0","0","0","1","1"
"1585",430834.91098,4631037.16926,"165","0","0","0","0","0","0","0","0","0","0","1","1"
"1586",431905.98216,4630961.46229,"168","0","0","0","0","0","0","0","0","0","0","1","1"
"1587",432460.70199,4630960.61402,"169","0","0","0","0","0","0","0","0","0","0","1","1"
"1588",430813.58677,4630160.26435,"175","0","0","0","0","0","0","0","0","0","0","1","1"
"1589",432198.10964,4629278.57971,"190","0","0","0","0","0","0","0","0","0","0","1","1"
"1590",421013.04684,4634479.23723,"695","0","0","0","0","0","0","0","0","0","0","1","1"
"1591",434773.09932,4647414.86335,"728","0","0","0","0","0","0","0","0","0","0","1","1"
"1592",432734.77853,4629787.39980,"181","0","0","0","0","0","0","0","0","0","0","1","1"
"1593",429005.97572,4628905.47743,"783","0","0","0","0","0","0","0","0","0","0","1","1"
"1594",432945.97000,4641501.56429,"105","0","0","0","0","0","0","0","0","0","0","1","1"
"1595",415405.89947,4644316.37687,"647","0","0","0","0","0","0","0","0","0","0","1","1"
"1596",415387.59059,4642707.45780,"647","0","0","0","0","0","0","0","0","0","0","1","1"
"1597",423325.51562,4634593.62471,"683","0","0","0","0","0","0","0","0","0","0","1","1"
"1598",432743.31065,4628449.06927,"198","0","0","0","0","0","0","0","0","0","0","1","1"
"1599",427388.90320,4626170.60557,"264","0","0","0","0","0","0","0","0","0","0","1","1"
"1600",424224.94948,4634592.36159,"683","0","0","0","0","0","0","0","0","0","0","1","1"
"1601",430296.91070,4625453.36138,"220","0","0","0","0","0","0","0","0","0","0","1","1"
"1602",430693.21294,4625690.57073,"221","0","0","0","0","0","0","0","0","0","0","1","1"
"1603",432037.70696,4627346.22925,"214","0","0","0","0","0","0","0","0","0","0","1","1"
"1604",424997.15247,4634600.93567,"698","0","0","0","0","0","0","0","0","0","0","1","1"
"1605",424714.96191,4637830.19466,"75","0","0","0","0","0","0","0","0","0","0","1","1"
"1606",433646.79878,4626511.07025,"229","0","0","0","0","0","0","0","0","0","0","1","1"
"1607",428266.85761,4632237.96925,"778","0","0","0","0","0","0","0","0","0","0","1","1"
"1608",431147.33938,4624818.98105,"235","0","0","0","0","0","0","0","0","0","0","1","1"
"1609",430686.91158,4625244.20521,"234","0","0","0","0","0","0","0","0","0","0","1","1"
"1610",428282.77381,4633068.38099,"776","0","0","0","0","0","0","0","0","0","0","1","1"
"1611",431976.18586,4625039.97963,"236","0","0","0","0","0","0","0","0","0","0","1","1"
"1612",432183.88376,4624789.36452,"237","0","0","0","0","0","0","0","0","0","0","1","1"
"1613",433254.46944,4625241.58058,"238","0","0","0","0","0","0","0","0","0","0","1","1"
"1614",433948.97966,4625285.85752,"240","0","0","0","0","0","0","0","0","0","0","1","1"
"1615",430671.06218,4624489.99846,"242","0","0","0","0","0","0","0","0","0","0","1","1"
"1616",430904.51132,4624011.56915,"242","0","0","0","0","0","0","0","0","0","0","1","1"
"1617",431576.07219,4624801.09560,"236","0","0","0","0","0","0","0","0","0","0","1","1"
"1618",431955.33212,4624351.14669,"245","0","0","0","0","0","0","0","0","0","0","1","1"
"1619",432375.62360,4624484.01617,"245","0","0","0","0","0","0","0","0","0","0","1","1"
"1620",433127.50761,4624474.59734,"249","0","0","0","0","0","0","0","0","0","0","1","1"
"1621",432791.72187,4624059.17081,"247","0","0","0","0","0","0","0","0","0","0","1","1"
"1622",433517.55788,4624077.65562,"258","0","0","0","0","0","0","0","0","0","0","1","1"
"1623",433946.26901,4624472.95426,"248","0","0","0","0","0","0","0","0","0","0","1","1"
"1624",430647.62303,4623616.22457,"253","0","0","0","0","0","0","0","0","0","0","1","1"
"1625",431093.21203,4623591.56908,"254","0","0","0","0","0","0","0","0","0","0","1","1"
"1626",432346.41033,4623541.67099,"257","0","0","0","0","0","0","0","0","0","0","1","1"
"1627",431923.19897,4623538.80431,"255","0","0","0","0","0","0","0","0","0","0","1","1"
"1628",429110.00630,4633044.83901,"774","0","0","0","0","0","0","0","0","0","0","1","1"
"1629",433943.39378,4623681.09718,"259","0","0","0","0","0","0","0","0","0","0","1","1"
"1630",429861.47014,4624050.00210,"277","0","0","0","0","0","0","0","0","0","0","1","1"
"1631",430246.52126,4623626.64429,"285","0","0","0","0","0","0","0","0","0","0","1","1"
"1632",430217.35749,4622797.75524,"300","0","0","0","0","0","0","0","0","0","0","1","1"
"1633",430628.09743,4622840.26507,"304","0","0","0","0","0","0","0","0","0","0","1","1"
"1634",431898.46179,4622816.99045,"307","0","0","0","0","0","0","0","0","0","0","1","1"
"1635",431492.92762,4623177.47355,"305","0","0","0","0","0","0","0","0","0","0","1","1"
"1636",431687.19624,4622334.70870,"308","0","0","0","0","0","0","0","0","0","0","1","1"
"1637",432335.67290,4622814.43356,"309","0","0","0","0","0","0","0","0","0","0","1","1"
"1638",432863.46443,4623133.88428,"311","0","0","0","0","0","0","0","0","0","0","1","1"
"1639",427578.27235,4633097.68498,"772","0","0","0","0","0","0","0","0","0","0","1","1"
"1640",427552.67727,4633826.81910,"773","0","0","0","0","0","0","0","0","0","0","1","1"
"1641",433573.24770,4622261.09498,"317","0","0","0","0","0","0","0","0","0","0","1","1"
"1642",433646.22920,4641481.29339,"108","0","0","0","0","0","0","0","0","0","0","1","1"
"1643",433941.63571,4622779.87758,"318","0","0","0","0","0","0","0","0","0","0","1","1"
"1644",428569.46007,4622046.44523,"322","0","0","0","0","0","0","0","0","0","0","1","1"
"1645",424693.85313,4635665.49832,"681","0","0","0","0","0","0","0","0","0","0","1","1"
"1646",429385.50131,4621803.15978,"323","0","0","0","0","0","0","0","0","0","0","1","1"
"1647",429742.56043,4621575.43809,"354","0","0","0","0","0","0","0","0","0","0","1","1"
"1648",430194.91744,4621920.73278,"327","0","0","0","0","0","0","0","0","0","0","1","1"
"1649",431546.40571,4636194.73332,"764","0","0","0","0","0","0","0","0","0","0","1","1"
"1650",430610.18801,4621946.45408,"330","0","0","0","0","0","0","0","0","0","0","1","1"
